,p1_current_per,p2_current_per,p1_overall_per,p2_overall_per
41,0.8186289236834274,0.4043038918293283,0.6513852879202905,0.6408759158158202
42,0.8674453432757196,0.3190973360507267,0.6574338158564048,0.6337615859688865
43,0.6306443212537524,0.49902688028893527,0.6561403601515334,0.636625023220886
44,0.8281734636859099,0.4919762684338129,0.6587267218602207,0.6353937171014641
45,0.546763114676478,0.7764124571779369,0.6545639875185836,0.6387170775694767
46,0.6735182902558741,0.392010538847527,0.6529942705837256,0.6252666518779055
47,0.44305941921633957,0.6354036060085313,0.6494141821116449,0.631227668491489
48,0.6836860827695616,0.24159876772858013,0.6522653402890517,0.6184853443139116
49,0.8904239126604423,0.42592097921208144,0.6632400491083286,0.6173059115179559
50,0.9505618272738283,0.19099916638627773,0.6671287494741263,0.6053318742500059
51,0.9489833682306332,0.36358982584505545,0.6693836880549122,0.6037798336330159
52,0.6123940353778304,0.5551498022865047,0.6679091426707532,0.6062404713727794
53,0.780480810355223,0.5403089226666881,0.6697223824860391,0.6054231917546363
54,0.5762623156413413,0.7493314826389816,0.667940704105081,0.6080826508515229
55,0.7668073874648094,0.5684302457512295,0.669635834356149,0.6077863521430533
56,0.3804081734305969,0.7808150973803107,0.6580040907813666,0.6111455727524787
57,0.5826589149337214,0.6003533229820477,0.660081301216907,0.6111311338927569
58,0.39151784320185323,0.936652388943541,0.6588840720940661,0.6211185235057899
59,0.5825701084352108,1.0704072698660332,0.6575657249973921,0.630775324274823
60,0.826800367977854,0.8847824223059955,0.6617232225330192,0.6311467710278341
61,0.8293350693990151,0.7395720446743251,0.6639058945443055,0.6300759519494286
62,0.8343721867598113,0.40733115821699484,0.6659850803194121,0.6201351258911167
63,0.5953836901811869,0.6265955625281469,0.6648635569540271,0.6246834331294112
64,0.5772894389350176,0.6754360976296991,0.6629851350546462,0.6290925740577489
65,0.5642736544264474,0.862616433456906,0.6613618336879137,0.6311570035077436
66,0.515853049949651,0.8371931897542306,0.6581914447000998,0.6341987953663435
67,0.7720113101522712,0.5969447464036461,0.6619127604266002,0.6335566404847738
68,0.7756855992916885,0.5868912575824877,0.663433881467788,0.6321309565834572
69,0.6215989296904335,0.9085122089789397,0.6623374797711142,0.6402407988068834
70,0.38693719916375174,0.9115170961806331,0.6531109761478884,0.642484547063472
71,0.6350955338187785,0.7310549685408966,0.6566975614268571,0.6418083459705728
72,0.2455295079879215,0.729966786842243,0.6479481110676953,0.6411884421508024
73,0.24549750551749083,0.7368585942853465,0.6392888084196289,0.6436078192481428
74,0.20003593697610778,0.7581192686331355,0.638431096448827,0.6464607828770755
75,0.3434136836224897,0.8315692133637234,0.6359270152474896,0.6487034725934178
76,0.46000368335498404,0.8420727909125014,0.6323036736768505,0.6513402207415594
77,0.4429422103740264,0.8599696615904857,0.6309122931382577,0.6546726628275912
78,0.2940247501472519,0.8755342558980141,0.6229433849272275,0.6573172998075163
79,0.3561084042109235,0.8779640568885974,0.6219463510718783,0.6598386145970733
80,0.5640791497776068,0.6499118582178257,0.6234987199273694,0.6594346083358714
81,0.800788821237296,0.5548874941555622,0.627010900889791,0.6560088922836643
82,0.6278082304428447,0.7082623673148705,0.6269775033382987,0.6567695936109695
83,0.6338021185891388,0.8327082598067801,0.6262476508319565,0.6632420006503086
84,0.7837623032266179,0.5082172628245588,0.6278374209722674,0.6554985994792253
85,0.7796732664758736,0.3361697794162185,0.62997851833147,0.6479114605576642
86,0.7923294683076125,0.2140465520355138,0.631974610055255,0.6477525024222123
87,0.5414289872621137,0.649495186059957,0.6294371334594213,0.6507484831126593
88,0.4741407442949382,0.8528468025148404,0.6269727506673174,0.6525722024213894
89,0.8061649308984669,0.6374186000959925,0.6333365096389177,0.6518524834557828
90,0.8702373249098847,0.402667950437136,0.6351777991116345,0.6447678062112685
91,0.944777853991805,0.2008788258701155,0.6373359605583334,0.637843070577326
92,0.637651653650622,0.39155131678376953,0.6377767831016611,0.6391545963588362
93,0.8426402968368281,0.38735906432651496,0.6396712830815876,0.6386802931723935
94,0.5765567906486952,0.7993735887083588,0.6375218815085555,0.6408387711498851
95,0.5436609283180411,0.8107373231551434,0.6369189959730063,0.6424332232378874
96,0.5407370452560112,0.8496182920169395,0.6366114612931677,0.645204148806761
97,0.5810502256489685,0.8336777292187916,0.6357931573495885,0.646742004560158
98,0.7697263631161082,0.6461749983635174,0.6369030576036054,0.6465870144033108
99,0.36954020507301,0.7996680109370373,0.630599323606563,0.6478380646706694
100,0.5868038522827523,0.5645642907811368,0.6323578314565143,0.6462812803885039
101,0.598893093901722,0.5510030594959647,0.6338243331810011,0.6457365059256437
102,0.6101116436609502,0.8934924272182503,0.6338860902100889,0.6511095509584629
103,0.8444165256544667,0.731312505163926,0.636551832250686,0.6506571811031795
104,0.8875139249461996,0.7285820942825523,0.6391678453266736,0.6500082846406031
105,0.8713911188761785,0.3974563627259801,0.640607930644035,0.6439306871405625
106,0.4352594865173398,0.59728596188625,0.6346464393796576,0.6454224740223309
107,0.1992763563205724,0.5945090622149688,0.6288004891505781,0.6466147877213724
108,0.1255285077198195,0.8297308028004577,0.6264314327653867,0.6490444517917522
109,0.4716710009199812,0.6456786414483384,0.6265652910580299,0.6490658240430401
110,0.68495924113372,0.4564943479092067,0.6285164914564286,0.6432781992579804
111,0.7818036128123595,0.22187990448513298,0.6305931875880734,0.6376025442746105
112,0.6293382142092956,0.41109840714763224,0.6301787314956742,0.6392082820015692
113,0.6141258049675634,0.64594730844729,0.6298921751453179,0.6415940530085763
114,0.7968471781634083,0.4462058586493907,0.6314519873422124,0.6360878481278657
115,0.7895263457725876,0.4398315096710941,0.6325756525545597,0.6357761240964707
116,0.811565728251652,0.2051615477477682,0.6345504713788136,0.6304034759506069
117,0.8252666222716669,0.31613538612752756,0.6363794780607578,0.6279534635007384
118,0.8339603553633967,0.2988434825859151,0.6376525778354547,0.6272820238903222
119,0.815007462832749,0.29729901888634813,0.6390618961651621,0.6220758645240004
120,0.8353535893387527,0.3326615707289385,0.6413127204891379,0.6206321769030906
121,0.847299396700637,0.33071225657062087,0.6428078274796806,0.6199893246939362
122,0.6538864042972843,0.7669445107419468,0.6426755020545634,0.6223572136187472
123,0.6060906110232624,0.806976960247465,0.642073475905286,0.6235276152098094
124,0.5804692028831616,0.8633726538655284,0.641311700489364,0.6258305245940543
125,0.5554933207638971,0.8325835113296012,0.640599735833357,0.6273626016594818
126,0.7538663651756059,0.6387315587003818,0.6415646465179708,0.6270363697804529
127,0.5660790687777304,0.7814885482050902,0.6411109356836227,0.627916259522438
128,0.7692814707807638,0.37637322802122974,0.6420419467236068,0.6230760270787472
129,0.7796191821000709,0.373953645176256,0.6432120588775578,0.6227344607511252
130,0.5843170040216004,0.5856996786370923,0.64286374640892,0.6238960324792622
131,0.7929983597546291,0.5864984535164716,0.6439576227773424,0.623759870103847
132,0.5182574618077251,0.8307665242284175,0.641897293530118,0.6259231539122672
133,0.47164693805535646,0.8416973207045824,0.6405230715950343,0.6272796434096797
134,0.656688941049107,0.4426130971930132,0.6412775779981965,0.6226973492243469
135,0.5051040778093423,0.608661725080458,0.640350384359807,0.6240717988645065
136,0.5464535687530668,0.5995792586519222,0.6399230094890059,0.6252132116266631
137,0.8027408013666553,0.5917381689761835,0.6418890973467861,0.6249228742914159
138,0.8221565452475912,0.5673225186633823,0.642835409414939,0.6242858431767127
139,0.8258510402478678,0.5534033398475892,0.6439071815766958,0.6236744286599688
140,0.7956444631769863,0.5281257817384444,0.6451604881091308,0.622863361683906
141,0.6191666898039397,0.7378031134502991,0.6451522674513261,0.6238671939571405
142,0.8037000921977286,0.5493713880963612,0.6458608790023118,0.6235142250117813
143,0.7868400860063953,0.5724449094241723,0.6467232575097682,0.6232018661507172
144,0.5072475414130632,0.8211000220413744,0.6450576869126036,0.6251892524692283
145,0.4825333459465004,0.8670991116058497,0.6438746968162335,0.6271495309007007
146,0.6717005052555318,0.6780651141319566,0.6445119088243076,0.6270426127081574
147,0.7510838051037794,0.5546774212836911,0.6458555136326949,0.625111309945197
148,0.596548777103226,0.6999887787797825,0.645606389707918,0.6259315291801453
149,0.4185028346405707,0.6816186978794844,0.6413250606739662,0.6268008010782508
150,0.6411257731268541,0.5324535331622863,0.6431125386557577,0.6259194335852718
151,0.6752882706614154,0.5023349459085129,0.644876426832,0.6248079124050472
152,0.6142355177037875,0.7247024103630337,0.6434082722497143,0.6261060613910242
153,0.5600733454371766,0.7492995325438565,0.6427935933333179,0.6270242407078416
154,0.5063753423184376,0.8066303400618742,0.6421957606801247,0.6283270561661471
155,0.7646871559418067,0.39983907205658076,0.6431764559104597,0.6243188756986953
156,0.5728259419943619,0.5858151786224315,0.6427305171930829,0.6249629210501587
157,0.7882778398717865,0.3438665951184877,0.6437036482597132,0.6241917309563815
158,0.39146458289877084,0.7131406446467492,0.6396850369228178,0.6247368964964573
159,0.6148137670043691,0.47471583833194414,0.6409570781270445,0.6233957882491922
160,0.6163258762735421,0.49377309856515045,0.6419512674152503,0.6230038061292158
161,0.8084538257143081,0.5081478320842177,0.6428103848634009,0.6225778397480826
162,0.568759536604931,0.7678436942392792,0.6420822767493368,0.6236003509361264
163,0.5599581976042204,0.8181360246947094,0.6416709063821217,0.6253537857371213
164,0.756578272829578,0.6301844644859288,0.6424546494930888,0.625140384440286
165,0.7856988033155503,0.43588654801240184,0.6434729368680034,0.6214127520881074
166,0.5507605558130075,0.6359587238257522,0.6424329958928562,0.6231490840261387
167,0.7655826900321989,0.24179804187875767,0.6434628883122396,0.6194854616564491
168,0.5048412289753984,0.6575020081049578,0.6421954509290814,0.6208699578162171
169,0.5522001488831146,0.6574329655044802,0.6420171221220959,0.6225776231110505
170,0.729069325729754,0.45697167838868463,0.6426255743488041,0.6189735239383011
171,0.561325098953081,0.6449656479019544,0.6419477122318253,0.6201274407828286
172,0.5234143111731582,0.6450273712112147,0.6411164953426345,0.6218108557370646
173,0.778405049656453,0.6418301178408844,0.6426677492104302,0.6216664537182306
174,0.8401164311448444,0.6117938504607477,0.6442020331274771,0.6211274363773073
175,0.6748671417536596,0.9079814255164036,0.6439645177246405,0.624416035903758
176,0.4408100073972168,0.8898429529902874,0.640376375055404,0.6250818746098474
177,0.592991988675718,0.5156316810769946,0.6410917514794138,0.6215966090407853
178,0.6293758194506853,0.3062428326320183,0.6426026959658591,0.6202008425528351
179,0.8339268356881362,0.12699238262501408,0.6436022160659494,0.616780383076767
180,0.9781522127938944,0.3160962511166316,0.6466783889597641,0.6165330671967386
181,0.5421680178781217,0.5888130935249901,0.6431449814918854,0.617485659876552
182,0.7323328941388862,0.3896223059517024,0.6439639211709701,0.6141493763479408
183,0.6102167134058886,0.3874731211803449,0.6449969485974726,0.6138853506856017
184,0.8461314669599302,0.36323649073702396,0.646436654229205,0.613362700376992
185,0.8856243239101733,0.47027742237358083,0.6478616696022477,0.6118288609612575
186,0.8764593892327308,0.28282077139563117,0.6487102497841347,0.6085741542264043
187,0.443039551011,0.4298258109781903,0.6453186153480636,0.608306260652543
188,0.6430504754001445,0.24928322082400936,0.6467271003821086,0.6071323693188673
189,0.635532362313763,0.2501082657753472,0.6474495462977605,0.6039667980929664
190,0.6359649692350563,0.5677009666652788,0.6472659402782258,0.6055742403281357
191,0.5540015925527058,0.6434663033976729,0.6463199309889408,0.6066584203721819
192,0.7527415175409471,0.6351332335534619,0.647013670203095,0.6065237893177409
193,0.5604619696650907,0.8351560297622527,0.6469545386708062,0.6080935463503127
194,0.563457208763645,0.8384983009876328,0.6460707609034236,0.6091995467406246
195,0.8071428874186342,0.6015772309832541,0.6474238112829249,0.6084888930167028
196,0.8105059609115179,0.4833636378303869,0.6484299410399543,0.6072093345454407
197,0.8503032222858384,0.27649400259520174,0.6491651921364906,0.604158553647512
198,0.8503995744346038,0.23659359489180667,0.6504837474108397,0.6028824312359253
199,0.6382970414569473,0.5024725529342371,0.6502779475462092,0.6036382828212724
200,0.8286051124561404,0.30360423347606413,0.6508483750268337,0.6006676931474407
201,0.606790765341397,0.5704443180280974,0.6508249407464419,0.6014105780694724
202,0.9372549809880051,0.37912507832815295,0.6535337657744131,0.6013055753657092
203,0.9631945973469915,0.37913538121957574,0.6544613096687968,0.5983902571877171
204,0.7077445538477103,0.6327228384787233,0.6536091302064606,0.5999175867583881
205,0.5094395471704536,0.6765371698622134,0.6524061800665885,0.601430307324396
206,0.49438264418693917,0.9114825594410783,0.6521413290096394,0.6029278267855919
207,0.7381508271292583,0.6415114850309861,0.6529054046813086,0.6024405756757815
208,0.8399292298554597,0.5801205527498854,0.6541409606855676,0.6020813634788289
209,0.8376105881110874,0.3440229386681886,0.6547908898539461,0.599229185526772
210,0.43740399997957286,0.5504654171357393,0.6517371382637486,0.5998058577818473
211,0.597381300798836,0.3665025613288753,0.6523943617249064,0.5996910974106692
212,0.5714429461679726,0.3678464076505017,0.6526780080179935,0.5969092402984677
213,0.5858014331593587,0.5724219333644611,0.6526819648277059,0.5975528121124447
214,0.5205980509910416,0.5940440777853531,0.6514855759937364,0.5986820692298509
215,0.4825121663457772,0.8059466603651606,0.6503145935503238,0.5998125377993939
216,0.45276967742383484,0.8648301872934954,0.6499182004857169,0.6012478910319984
217,0.7094124356841032,0.655889341581686,0.6504478722280076,0.601304187656711
218,0.37806986812897536,0.8037723453608814,0.647498455759164,0.6016932657568572
219,0.19341910457833292,0.7326505056074009,0.6446023037233437,0.6021306539580267
220,0.39690751806403374,0.5312841504481567,0.6451961932122071,0.6021636441651923
221,0.19714043416333843,0.7430875517950386,0.6423134374493105,0.6027030984510671
222,0.3857741727136341,0.7972234134934322,0.6420171719160381,0.6038583592432564
223,0.3832461581064009,0.7796708709289519,0.6416879338134687,0.604540973095064
224,0.7676036906363355,0.6027183919887382,0.6422061963806932,0.6044810801426804
225,0.5399535973917323,0.7825310279298776,0.6415473014577511,0.6053451645798045
226,0.5472991706813444,0.8339699427285361,0.641321562494542,0.6066920167466077
227,0.8934633293909158,0.6573480104180381,0.6437578253238102,0.6069310836112157
228,0.9435306866598183,0.4600340205126978,0.6446300532289572,0.6043148875832922
229,0.9762170670684784,0.4133014338884007,0.6456897647281151,0.6041695308832399
230,0.617908997798293,0.6300376660137679,0.6451537279966391,0.6054995673653616
231,0.610987251621128,0.8199679198896761,0.6450570859667871,0.6062414354148402
232,0.9151132396754937,0.6280008936581571,0.6474419983111286,0.6061931106614576
233,0.7495335710089482,0.827922635304194,0.6473466319668824,0.6074964443047483
234,1.074531215566547,0.6525442917755407,0.6496886705999756,0.6076835995385939
235,0.9559027415550896,0.4563744512665787,0.6505156518269418,0.6051360938047431
236,0.7429038327824101,0.656460676720579,0.6502439805004123,0.6064284810019951
237,0.6282355865589733,0.6763418709524673,0.6502585897087024,0.6077087038001132
238,0.8250488042898758,0.675612293725698,0.6510328043683176,0.6076943724648387
239,0.6038627978571156,0.8466064114071179,0.6504975490507046,0.6085973717987258
240,0.5858484177479482,0.81013007801833,0.6502866788544193,0.6093985964252362
241,0.7711562129571778,0.579750870728001,0.6508690449706589,0.6090008579804977
242,0.3993417344657279,0.7546042254004728,0.648219905249244,0.6095768802794057
243,0.20100501124577536,0.723734132371294,0.6455823960559524,0.6099846890803107
244,0.19202257113192378,0.766084151753702,0.6452505167195722,0.610924326883843
245,0.578017570007572,0.6071045354884042,0.6457377629495487,0.6111727459933366
246,0.7918802136248448,0.578266103953835,0.6465495760264247,0.6104091597063049
247,0.8409147936839518,0.5325729148069077,0.6476174232957542,0.6099765275442028
248,0.8574240565460083,0.310021487132663,0.6482882002217951,0.6075444175733284
249,0.5856854733663898,0.5799014273826295,0.6474192067945043,0.6084430669184208
250,0.727329401529236,0.21474079095414017,0.6477733433543217,0.6060494071865525
251,0.5239421108769143,0.6502724211462423,0.6476015404280068,0.607259433488879
252,0.5655035471236369,0.6766106287797542,0.6472383886956401,0.6084608640946422
253,0.7685425929046097,0.4775878924357034,0.6476249486639708,0.6061069483509127
254,0.7769711146301557,0.2431228568301712,0.6483392216931302,0.6037597874889727
255,0.39339173906657426,0.40017109621557556,0.6458261232702995,0.6044574683773094
256,0.3818371672359966,0.63380942890161,0.6453005776745391,0.6056521134935279
257,0.17292090858527265,0.8299807571313171,0.6428111017732714,0.6063902638801629
258,0.5662970086292172,0.43708148443622735,0.6433605350698236,0.6040631519610035
259,0.5873599934206803,0.39029517622152576,0.6438628017023792,0.6039364565250048
260,0.7933653174783628,0.3605873354953517,0.6445416099997666,0.6035649428642454
261,0.8354413636824662,0.5214216388080223,0.6455599338707317,0.6031168750928395
262,0.8676952590448457,0.5184655321657764,0.6464160236492514,0.6029615030152037
263,0.8634898797154473,0.35061144903098923,0.6470296585192629,0.6006904713434129
264,0.6229332813419025,0.5849930769654414,0.6468132170496506,0.601402266057435
265,0.73962341440169,0.40809485704048076,0.6467153551239028,0.6015156385869174
266,0.5228140526515569,0.8440403806025558,0.646383041224869,0.6026756763163621
267,0.6725692071404518,0.4526142046915225,0.646355261714846,0.6004829967137868
268,0.7350196694295008,0.40073537469065956,0.6469566671793556,0.6000199479114945
269,0.7861828932581825,0.27708962773730805,0.6479363729141282,0.5990580535543728
270,0.44203133953751544,0.6347930531719235,0.6455693880376063,0.5993867980767922
271,0.6307408823129401,0.4745559205394539,0.646042522493329,0.599371447609597
272,0.5908166751186719,0.5525916984331205,0.6465760831947642,0.5992800349999269
273,0.5227881847479617,0.8010230365420838,0.6456849223081575,0.6001346401037844
274,0.7182386807491086,0.40510756221292266,0.6461028442197556,0.5979794779507243
275,0.4581497371766551,0.6508000624272468,0.645252608419205,0.5991153976168904
276,0.5122608712102882,0.6767038984932827,0.6449619181446425,0.6002418883895911
277,0.3265191468525734,0.8746308854749199,0.6426540992841383,0.6009649247945105
278,0.6263831323261737,0.6448977739772281,0.6436160190705341,0.6010413729899406
279,0.629564719138178,0.4089262873119515,0.6440826624410018,0.5989063640923308
280,0.4315548751921355,0.5931062767930084,0.6418238584575333,0.5994575370934269
281,0.6315947037008909,0.38550273836790017,0.6427789128786585,0.5994576286499899
282,0.4477392656959426,0.7403586150323431,0.6427079974578386,0.5996991441376313
283,0.6392926672531558,0.7671421004442929,0.6425013458743885,0.6005246275513586
284,0.8393612913081847,0.5525816936809261,0.6434446923007237,0.6003677065275086
285,0.8334880042901058,0.5950512785236529,0.6440098856413938,0.6003496910018205
286,0.6116161818113933,0.7821548115064951,0.6435722326611865,0.6010294726798096
287,0.7622525690938284,0.5840546016489152,0.6439878299062074,0.6008922227961344
288,0.5699030642305686,0.8226430533011526,0.643932652201143,0.6019651930326093
289,0.7889994893739956,0.6212183639736913,0.6443869973858016,0.6019279784518152
290,0.8175208486625924,0.4361388051707579,0.6450895448762045,0.5998810191780033
291,0.9419258434350457,0.38752935819411927,0.6469942260836832,0.5997620851404329
292,0.5528380660684735,0.5826645262717303,0.6448148240276037,0.600365554026763
293,0.7214528584777271,0.5768688243087876,0.6451884902530907,0.6003264729718547
294,0.6248086118370222,0.5477696941683241,0.6460906435659204,0.5999113150627504
295,0.6164009286928499,0.7508912209818315,0.6458781967100217,0.6005398006513075
296,0.6270532700909837,0.8882848938850556,0.6456787068844497,0.6025617432167691
297,0.7802276743573475,0.7505687164215549,0.6460987344799278,0.6027702821905236
298,0.7905115847863367,0.7487497721248407,0.6466604715067737,0.6026957535423464
299,0.7995899309932244,0.6149976826076097,0.6472178191255373,0.6026861026106777
300,0.8361554085975147,0.3943523284812565,0.7423451465143223,0.5063408673695011
301,0.6172462571604009,0.5844687259445467,0.6423947673907502,0.6064882002880636
302,0.5934258331407095,0.5844250047753509,0.6090614628286579,0.6401290620380505
303,0.7099486745593644,0.5949333467565127,0.642025444488451,0.6072151352581886
304,0.7622299094499438,0.4125444449179457,0.6625898671487095,0.5855641633499968
305,0.5895777926284421,0.6024723994417978,0.642857374558721,0.6057729509668456
306,0.628204226462573,0.5911401150897218,0.6285818681373373,0.6203665659591949
307,0.789798536446195,0.5900409939831445,0.643049691849659,0.6063869896223977
308,0.5430531458144163,0.8079400622503874,0.6317481641394129,0.6178759757797385
309,0.7514242040372321,0.6056642497418545,0.6429503884386727,0.607044561977368
310,0.5174863527073311,0.8426890706130012,0.6337121910628434,0.6167927097839558
311,0.3572405299936758,0.8349263730076395,0.6244078129563877,0.6246638535308617
312,0.6038031542382458,0.6370449366682033,0.6339244011853385,0.6159828796507381
313,0.6504933561196931,0.5179786476176648,0.6419211599241276,0.6077999871286323
314,0.886405066013517,0.49221039952439966,0.6491252471124874,0.6011801698419114
315,0.8613823512174357,0.4367049937380155,0.6552537244694798,0.5951109620386164
316,0.5958148804934528,0.7236307070244725,0.6483135480757394,0.6020674517259021
317,0.7398968059449311,0.35172877236462874,0.6535455238729613,0.5952629134715804
318,0.4777625194419395,0.6443918341047132,0.6474056798090988,0.6017532668905825
319,0.511145919438224,0.6334866714983858,0.6421378956749099,0.607251712793622
320,0.5113986700780899,0.8319749631714759,0.6373824543300037,0.6123097698921549
321,0.7522906252302999,0.5737405170835616,0.6422370694607837,0.6076380778191539
322,0.8091824357148549,0.5133712046555262,0.6471084264681198,0.6029607240923799
323,0.4320739390519157,0.6595342272016399,0.6411251885359827,0.607103294408689
324,0.6557738435538563,0.2811800907793014,0.645438947375489,0.6015476964003245
325,0.6268128853869586,0.2971545133399302,0.6493859045612542,0.5976823096326783
326,0.616679609306558,0.5308463008410511,0.6455220520632696,0.6017825540667502
327,0.5754049781942063,0.7212482057469978,0.6417496122915138,0.6056912986199587
328,0.7540478310491778,0.37402375987642933,0.6452545253223247,0.6007286132794956
329,0.48555346966329815,0.6305655334798339,0.6413068494623272,0.6048051602769028
330,0.4561930442028109,0.649779964621245,0.6377483686668918,0.6084103558208281
331,0.7063773493577268,0.6496360086248762,0.6414861087966787,0.60549127877545
332,0.5679527443211302,0.8020558731124445,0.6385165995388602,0.6087115958552739
333,0.8094077778735875,0.58557043355216,0.641588848197143,0.605906578269062
334,0.767959304389028,0.5610317705677258,0.6445803250471859,0.6031315134567455
335,0.791726218215907,0.5150468204059045,0.6475504877287075,0.600209358051388
336,0.5448165570903072,0.7300103586500364,0.6443202842134346,0.6034184492789497
337,0.46199746251302354,0.7893788283799248,0.6410155574591817,0.6067288057700958
338,0.38436295499707723,0.8578843081127372,0.6380358563597034,0.6096752055029557
339,0.4137816725764763,0.8864254229641648,0.6354896176083707,0.6127120720197334
340,0.30406665281726025,0.8258210063859992,0.6316138898194595,0.6150936109110554
341,0.5463758959303762,0.631652953710437,0.6341343343110818,0.6129654800759473
342,0.1823543555947143,0.752029558892189,0.6303804950373653,0.6150764327090377
343,0.18196451471966968,0.757786755107499,0.626726974408551,0.6173035824478071
344,0.008088051562554486,0.7614080167844159,0.6231694045922195,0.6197773337422874
345,0.38146362280333823,0.4064673731079238,0.6255758042481686,0.6159141356499528
346,0.36095864566265934,0.6116420156929423,0.6236678342913548,0.6180160664079363
347,0.7362039767473108,0.19259967695827337,0.6259637639307212,0.6142748443638812
348,0.4872814180770915,0.6043540497540769,0.6236634489583827,0.6165383436153807
349,0.42290538355919866,0.6351142201082096,0.6213512686042278,0.6187583666919325
350,0.4302721572969439,0.8326445162622518,0.6196825050169751,0.6207499328952735
351,0.7391793935151107,0.6056420891800555,0.6223743406115861,0.6187190970484393
352,0.8021792798411909,0.5753161466576661,0.6245022469454902,0.6167749729784551
353,0.8547851619704931,0.5650312968128366,0.6270292078629125,0.61492343361604
354,0.8548783737092822,0.5300493181915313,0.6294805009622,0.6128284374378883
355,0.6702557112729234,0.7790993235678028,0.627942111915632,0.6150885727407581
356,0.6053171461669122,0.8263664608169914,0.6262603201591754,0.6172866991811634
357,0.7227441130361605,0.47587909984927407,0.6279363360329938,0.6140065208683685
358,0.3278741550589326,0.6275929787648198,0.6248788260964987,0.6157488205306494
359,0.2651987529184048,0.6277433191437342,0.6227836375081924,0.6178416739381614
360,0.502015395815629,0.6033761295278999,0.6247013950444805,0.616106686248368
361,0.7379470083444719,0.5353876956651077,0.626939858022278,0.613958841566603
362,0.8657077383258067,0.41969861291784516,0.6291202790340366,0.6118751236503114
363,0.9114765036387893,0.41789648091760007,0.6312449162511442,0.6102930955631073
364,0.6036535715798529,0.7343541510057932,0.6293535830278263,0.612343272914453
365,0.5449239120390758,0.8499120049765563,0.6279120837045414,0.6143443068021943
366,0.3087358753361766,0.8711485892002282,0.6250628097309966,0.6159712221327547
367,0.3221929510805474,0.8480353693648248,0.6234190033138158,0.6176952286977822
368,0.5806886960849736,0.62005579779389,0.6254801016228202,0.61643879378938
369,0.8167474045717509,0.607577305438979,0.6274940909212285,0.615026081576147
370,0.8706558898234464,0.39455394188740756,0.6291364260880893,0.6121726490477613
