,p1_win_factor,p2_win_factor,p1_mark,p2_mark
35,-0.07999999999999999,-0.19999999999999998,33.80952380952381,29.523809523809526
36,-0.21999999999999997,0.06,33.80952380952381,39.523809523809526
37,0.06,-0.07999999999999999,43.8095238095238,39.523809523809526
38,-0.07999999999999999,0.06,43.8095238095238,49.523809523809526
39,-0.21999999999999997,0.19999999999999998,43.8095238095238,59.523809523809526
40,-0.41999999999999993,0.12,33.80952380952381,33.80952380952381
41,0.0,-0.13999999999999999,43.8095238095238,33.80952380952381
42,0.13999999999999999,-0.27999999999999997,53.8095238095238,33.80952380952381
43,0.27999999999999997,-0.41999999999999993,73.38095238095237,28.738095238095237
44,0.0,0.0,63.8095238095238,43.8095238095238
45,-0.07999999999999999,-0.19999999999999998,38.095238095238095,33.80952380952381
46,-0.21999999999999997,0.06,38.095238095238095,43.8095238095238
47,0.06,-0.07999999999999999,48.095238095238095,43.8095238095238
48,-0.07999999999999999,0.06,48.095238095238095,53.8095238095238
49,0.06,-0.07999999999999999,58.095238095238095,53.8095238095238
50,0.19999999999999998,-0.21999999999999997,68.0952380952381,53.8095238095238
51,0.12,-0.41999999999999993,42.38095238095238,33.80952380952381
52,0.26,-0.43999999999999995,52.38095238095238,33.80952380952381
53,0.12,0.12,52.38095238095238,43.8095238095238
54,0.26,-0.01999999999999999,62.38095238095238,43.8095238095238
55,0.12,0.12,62.38095238095238,53.8095238095238
56,0.26,-0.01999999999999999,72.3809523809524,53.8095238095238
57,0.12,0.12,72.3809523809524,63.8095238095238
58,0.26,-0.01999999999999999,82.3809523809524,63.8095238095238
59,0.12,-0.15999999999999998,72.3809523809524,63.8095238095238
60,-0.01999999999999999,0.12,72.3809523809524,73.80952380952381
61,-0.15999999999999998,-0.01999999999999999,72.3809523809524,63.8095238095238
62,0.12,-0.15999999999999998,82.3809523809524,63.8095238095238
63,-0.13999999999999999,-0.41999999999999993,28.171428571428574,20.53333333333333
64,-0.27999999999999997,0.0,28.171428571428574,30.333333333333332
65,-0.41999999999999993,0.13999999999999999,28.171428571428574,40.133333333333326
66,-0.5599999999999999,0.27999999999999997,24.02857142857143,57.57619047619047
67,-0.76,0.06,28.171428571428574,24.73333333333333
68,-0.06,-0.19999999999999998,38.371428571428574,24.73333333333333
69,0.07999999999999999,-0.33999999999999997,48.57142857142858,24.73333333333333
70,-0.06,-0.06,48.57142857142858,34.53333333333333
71,-0.19999999999999998,0.07999999999999999,48.57142857142858,44.33333333333333
72,-0.06,-0.06,58.77142857142857,44.33333333333333
73,-0.19999999999999998,0.07999999999999999,58.77142857142857,54.133333333333326
74,-0.33999999999999997,0.21999999999999997,58.77142857142857,63.93333333333334
75,-0.5399999999999999,0.0,28.171428571428574,28.933333333333334
76,-0.6799999999999999,0.01999999999999999,28.171428571428574,38.733333333333334
77,-0.82,0.15999999999999998,28.171428571428574,48.53333333333333
78,-0.9599999999999999,0.29999999999999993,24.02857142857143,67.26190476190476
79,-1.16,0.0,25.685714285714287,36.17619047619048
80,-1.2999999999999998,-0.04000000000000001,25.685714285714287,46.87619047619047
81,-0.18,-0.18,34.98571428571429,46.87619047619047
82,-0.04000000000000001,-0.31999999999999995,44.28571428571429,46.87619047619047
83,-0.18,-0.18,44.28571428571429,57.576190476190476
84,-0.31999999999999995,-0.04000000000000001,44.28571428571429,68.27619047619048
85,-0.18,-0.18,53.58571428571429,68.27619047619048
86,-0.04000000000000001,-0.31999999999999995,62.88571428571429,68.27619047619048
87,0.0,-0.52,32.542857142857144,33.13333333333333
88,-0.13999999999999999,0.0,32.542857142857144,42.93333333333332
89,-0.27999999999999997,0.13999999999999999,32.542857142857144,52.73333333333333
90,0.0,0.0,42.74285714285715,52.73333333333333
91,0.13999999999999999,-0.13999999999999999,52.94285714285714,52.73333333333333
92,0.27999999999999997,-0.27999999999999997,63.142857142857146,52.73333333333333
93,0.0,0.0,63.142857142857146,62.533333333333324
94,0.13999999999999999,-0.13999999999999999,73.34285714285714,62.533333333333324
95,0.0,-0.27999999999999997,63.142857142857146,62.533333333333324
96,-0.13999999999999999,0.0,63.142857142857146,72.33333333333333
97,-0.33999999999999997,-0.07999999999999999,29.671428571428574,40.761904761904766
98,-0.4799999999999999,-0.06,29.671428571428574,51.46190476190476
99,-0.06,-0.19999999999999998,38.971428571428575,51.46190476190476
100,-0.19999999999999998,-0.06,38.971428571428575,62.161904761904765
101,-0.06,-0.19999999999999998,48.27142857142857,62.161904761904765
102,0.07999999999999999,-0.33999999999999997,57.57142857142858,62.161904761904765
103,-0.06,-0.06,57.57142857142858,72.86190476190477
104,0.07999999999999999,-0.19999999999999998,66.87142857142857,72.86190476190477
105,0.0,-0.39999999999999997,36.91428571428571,37.333333333333336
106,0.13999999999999999,-0.41999999999999993,47.11428571428572,37.333333333333336
107,0.0,0.0,47.11428571428572,47.13333333333333
108,-0.13999999999999999,0.13999999999999999,47.11428571428572,56.93333333333333
109,-0.27999999999999997,0.27999999999999997,47.11428571428572,66.73333333333333
110,0.0,0.0,57.314285714285724,66.73333333333333
111,0.13999999999999999,-0.13999999999999999,67.51428571428572,66.73333333333333
112,0.27999999999999997,-0.27999999999999997,77.71428571428571,66.73333333333333
113,0.0,-0.41999999999999993,67.51428571428572,66.73333333333333
114,-0.13999999999999999,0.0,67.51428571428572,76.53333333333335
115,-0.27999999999999997,-0.13999999999999999,67.51428571428572,66.73333333333333
116,0.0,-0.27999999999999997,77.71428571428571,66.73333333333333
117,-0.07999999999999999,-0.4799999999999999,41.285714285714285,37.333333333333336
118,0.06,-0.49999999999999994,51.48571428571429,37.333333333333336
119,0.19999999999999998,-0.6399999999999999,61.68571428571428,37.333333333333336
120,0.33999999999999997,-0.7799999999999998,82.45714285714284,31.619047619047617
121,0.12,-0.9799999999999999,45.65714285714286,37.333333333333336
122,0.26,-0.9999999999999999,55.85714285714286,37.333333333333336
123,0.12,0.12,55.85714285714286,47.13333333333333
124,-0.01999999999999999,0.26,55.85714285714286,56.93333333333333
125,-0.15999999999999998,0.39999999999999997,55.85714285714286,66.73333333333333
126,-0.41999999999999993,0.18,45.65714285714286,41.53333333333333
127,0.0,-0.13999999999999999,55.85714285714286,41.53333333333333
128,-0.13999999999999999,0.0,55.85714285714286,51.33333333333333
129,0.0,-0.13999999999999999,66.05714285714285,51.33333333333333
130,0.13999999999999999,-0.27999999999999997,76.25714285714285,51.33333333333333
131,0.0,0.0,76.25714285714285,61.13333333333333
132,-0.07999999999999999,-0.19999999999999998,50.02857142857143,41.53333333333333
133,-0.21999999999999997,0.06,50.02857142857143,51.33333333333333
134,-0.35999999999999993,0.19999999999999998,50.02857142857143,61.13333333333333
135,0.06,0.06,60.228571428571435,61.13333333333333
136,-0.07999999999999999,0.19999999999999998,60.228571428571435,70.93333333333335
137,-0.27999999999999997,0.12,50.02857142857143,45.73333333333333
138,0.0,-0.13999999999999999,60.228571428571435,45.73333333333333
139,0.13999999999999999,-0.27999999999999997,70.42857142857143,45.73333333333333
140,0.27999999999999997,-0.41999999999999993,92.48571428571428,38.73333333333333
141,0.06,-0.6199999999999999,54.400000000000006,45.73333333333333
142,-0.07999999999999999,0.06,54.400000000000006,55.53333333333333
143,0.06,-0.07999999999999999,64.60000000000001,55.53333333333333
144,0.19999999999999998,-0.21999999999999997,74.8,55.53333333333333
145,0.06,0.06,74.8,65.33333333333334
146,-0.07999999999999999,0.19999999999999998,74.8,75.13333333333334
147,0.06,0.06,85.0,75.13333333333334
148,0.19999999999999998,-0.07999999999999999,95.2,75.13333333333334
149,0.06,0.06,95.2,84.93333333333334
150,-0.07999999999999999,0.19999999999999998,95.2,94.73333333333333
151,0.06,0.06,105.39999999999999,94.73333333333333
152,0.19999999999999998,-0.07999999999999999,115.6,94.73333333333333
153,0.06,0.06,115.6,104.53333333333333
154,-0.07999999999999999,0.19999999999999998,115.6,114.33333333333334
155,-0.27999999999999997,0.0,27.61904761904762,27.61904761904762
156,0.0,-0.13999999999999999,37.61904761904762,27.61904761904762
157,-0.13999999999999999,0.0,37.61904761904762,37.61904761904762
158,0.0,-0.13999999999999999,47.61904761904762,37.61904761904762
159,-0.13999999999999999,0.0,47.61904761904762,47.61904761904762
160,0.0,-0.13999999999999999,57.61904761904762,47.61904761904762
161,-0.07999999999999999,-0.33999999999999997,31.904761904761905,27.61904761904762
162,0.06,-0.35999999999999993,41.904761904761905,27.61904761904762
163,-0.07999999999999999,0.06,41.904761904761905,37.61904761904762
164,-0.21999999999999997,0.19999999999999998,41.904761904761905,47.61904761904762
165,0.06,0.06,51.904761904761905,47.61904761904762
166,0.19999999999999998,-0.07999999999999999,61.904761904761905,47.61904761904762
167,0.06,0.06,61.904761904761905,57.61904761904762
168,0.19999999999999998,-0.07999999999999999,71.9047619047619,57.61904761904762
169,0.06,-0.21999999999999997,61.904761904761905,57.61904761904762
170,-0.07999999999999999,0.06,61.904761904761905,67.61904761904762
171,-0.21999999999999997,-0.07999999999999999,61.904761904761905,57.61904761904762
172,-0.35999999999999993,0.06,61.904761904761905,67.61904761904762
173,-0.5599999999999999,-0.01999999999999999,31.904761904761905,31.904761904761905
174,0.0,-0.27999999999999997,41.904761904761905,31.904761904761905
175,0.13999999999999999,-0.41999999999999993,51.904761904761905,31.904761904761905
176,0.0,0.0,51.904761904761905,41.904761904761905
177,-0.13999999999999999,0.13999999999999999,51.904761904761905,51.904761904761905
178,0.0,0.0,61.904761904761905,51.904761904761905
179,-0.07999999999999999,-0.19999999999999998,36.19047619047619,31.904761904761905
180,0.06,-0.21999999999999997,46.1904761904762,31.904761904761905
181,0.19999999999999998,-0.35999999999999993,56.1904761904762,31.904761904761905
182,0.06,0.06,56.1904761904762,41.904761904761905
183,0.19999999999999998,-0.07999999999999999,66.19047619047619,41.904761904761905
184,0.12,-0.27999999999999997,40.476190476190474,31.904761904761905
185,0.26,-0.29999999999999993,50.476190476190474,31.904761904761905
186,0.39999999999999997,-0.43999999999999995,60.476190476190474,31.904761904761905
187,0.5399999999999999,-0.58,81.04761904761904,27.11904761904762
188,0.12,0.12,70.47619047619047,41.904761904761905
189,0.04000000000000001,-0.13999999999999999,48.79047619047619,29.033333333333335
190,0.18,-0.09999999999999998,59.6904761904762,29.033333333333335
191,0.04000000000000001,0.18,59.6904761904762,38.13333333333333
192,-0.09999999999999998,0.31999999999999995,59.6904761904762,47.233333333333334
193,0.18,0.18,70.5904761904762,47.233333333333334
194,0.04000000000000001,0.31999999999999995,70.5904761904762,56.333333333333336
195,-0.27999999999999997,0.24,44.76190476190476,36.19047619047619
196,0.0,-0.13999999999999999,54.761904761904766,36.19047619047619
197,0.13999999999999999,-0.27999999999999997,64.76190476190476,36.19047619047619
198,0.27999999999999997,-0.41999999999999993,85.97619047619047,30.76190476190476
199,0.06,-0.6199999999999999,53.46190476190477,32.93333333333334
200,-0.07999999999999999,0.06,53.46190476190477,42.03333333333334
201,0.06,-0.07999999999999999,64.36190476190477,42.03333333333334
202,-0.07999999999999999,0.06,64.36190476190477,51.13333333333334
203,0.06,-0.07999999999999999,75.26190476190477,51.13333333333334
204,0.19999999999999998,-0.21999999999999997,86.16190476190476,51.13333333333334
205,0.06,0.06,86.16190476190476,60.233333333333334
206,-0.07999999999999999,0.19999999999999998,86.16190476190476,69.33333333333333
207,-0.27999999999999997,0.12,49.04761904761905,40.476190476190474
208,0.0,-0.13999999999999999,59.04761904761905,40.476190476190474
209,0.13999999999999999,-0.27999999999999997,69.04761904761905,40.476190476190474
210,0.27999999999999997,-0.41999999999999993,90.9047619047619,34.404761904761905
211,0.0,0.0,79.04761904761905,50.476190476190474
212,-0.19999999999999998,-0.19999999999999998,34.97142857142857,27.066666666666666
213,-0.06,-0.33999999999999997,45.17142857142857,27.066666666666666
214,-0.19999999999999998,-0.06,45.17142857142857,36.86666666666667
215,-0.33999999999999997,0.07999999999999999,45.17142857142857,46.666666666666664
216,-0.4799999999999999,0.21999999999999997,45.17142857142857,56.46666666666667
217,-0.6799999999999999,0.0,34.97142857142857,31.266666666666666
218,-0.12,-0.26,45.17142857142857,31.266666666666666
219,-0.26,-0.12,45.17142857142857,41.06666666666666
220,-0.39999999999999997,0.01999999999999999,45.17142857142857,50.86666666666667
221,-0.12,-0.12,55.371428571428574,50.86666666666667
222,-0.26,0.01999999999999999,55.371428571428574,60.666666666666664
223,-0.45999999999999996,0.0,34.97142857142857,35.46666666666667
224,-0.5999999999999999,-0.04000000000000001,34.97142857142857,45.26666666666667
225,-0.18,-0.18,45.17142857142857,45.26666666666667
226,-0.31999999999999995,-0.04000000000000001,45.17142857142857,55.06666666666667
227,-0.45999999999999996,0.09999999999999998,45.17142857142857,64.86666666666666
228,-0.18,-0.18,55.371428571428574,64.86666666666666
229,-0.04000000000000001,-0.31999999999999995,65.57142857142857,64.86666666666666
230,0.09999999999999998,-0.45999999999999996,75.77142857142856,64.86666666666666
231,-0.18,-0.5999999999999999,65.57142857142857,64.86666666666666
232,-0.31999999999999995,-0.18,65.57142857142857,74.66666666666667
233,-0.45999999999999996,-0.31999999999999995,65.57142857142857,64.86666666666666
234,-0.5999999999999999,-0.18,65.57142857142857,74.66666666666667
235,-0.74,-0.31999999999999995,65.57142857142857,64.86666666666666
236,-0.18,-0.45999999999999996,75.77142857142856,64.86666666666666
237,-0.31999999999999995,-0.5999999999999999,65.57142857142857,64.86666666666666
238,-0.45999999999999996,-0.18,65.57142857142857,74.66666666666667
239,-0.5999999999999999,-0.31999999999999995,65.57142857142857,64.86666666666666
240,-0.74,-0.18,65.57142857142857,74.66666666666667
241,-0.94,-0.13999999999999999,31.885714285714286,43.30952380952381
242,-0.24,-0.52,41.18571428571429,43.30952380952381
243,-0.38,-0.24,41.18571428571429,54.00952380952381
244,-0.52,-0.1,41.18571428571429,64.70952380952382
245,-0.6599999999999999,0.03999999999999998,41.18571428571429,75.4095238095238
246,-0.24,-0.24,50.48571428571429,75.4095238095238
247,-0.1,-0.38,59.785714285714285,75.4095238095238
248,0.03999999999999998,-0.52,69.08571428571427,75.4095238095238
249,0.0,-0.72,39.34285714285714,39.666666666666664
250,-0.13999999999999999,0.0,39.34285714285714,49.46666666666666
251,0.0,-0.13999999999999999,49.542857142857144,49.46666666666666
252,-0.13999999999999999,0.0,49.542857142857144,59.266666666666666
253,-0.27999999999999997,0.13999999999999999,49.542857142857144,69.06666666666666
254,0.0,0.0,59.74285714285714,69.06666666666666
255,0.13999999999999999,-0.13999999999999999,69.94285714285714,69.06666666666666
256,0.0,0.0,69.94285714285714,78.86666666666666
257,-0.19999999999999998,-0.07999999999999999,35.871428571428574,47.89523809523809
258,-0.33999999999999997,-0.06,35.871428571428574,58.5952380952381
259,-0.06,-0.19999999999999998,45.17142857142857,58.5952380952381
260,0.07999999999999999,-0.33999999999999997,54.471428571428575,58.5952380952381
261,0.21999999999999997,-0.4799999999999999,63.77142857142857,58.5952380952381
262,0.0,-0.6799999999999999,43.71428571428572,43.86666666666666
263,0.13999999999999999,-0.7,53.91428571428572,43.86666666666666
264,0.27999999999999997,-0.8399999999999999,64.11428571428571,43.86666666666666
265,0.0,0.0,64.11428571428571,53.66666666666667
266,0.13999999999999999,-0.13999999999999999,74.31428571428572,53.66666666666667
267,0.0,0.0,74.31428571428572,63.46666666666666
268,-0.07999999999999999,-0.19999999999999998,48.08571428571428,43.86666666666666
269,0.06,-0.21999999999999997,58.285714285714285,43.86666666666666
270,0.19999999999999998,-0.35999999999999993,68.48571428571428,43.86666666666666
271,0.06,0.06,68.48571428571428,53.66666666666667
272,0.19999999999999998,-0.07999999999999999,78.68571428571428,53.66666666666667
273,0.12,-0.27999999999999997,52.45714285714286,43.86666666666666
274,-0.01999999999999999,0.12,52.45714285714286,53.66666666666667
275,0.12,-0.01999999999999999,62.65714285714286,53.66666666666667
276,-0.01999999999999999,0.12,62.65714285714286,63.46666666666666
277,-0.15999999999999998,0.26,62.65714285714286,73.26666666666667
278,-0.41999999999999993,0.18,52.45714285714286,48.06666666666667
279,0.0,-0.13999999999999999,62.65714285714286,48.06666666666667
280,0.13999999999999999,-0.27999999999999997,72.85714285714286,48.06666666666667
281,0.0,0.0,72.85714285714286,57.86666666666667
282,0.13999999999999999,-0.13999999999999999,83.05714285714286,57.86666666666667
283,0.0,0.0,83.05714285714286,67.66666666666667
284,-0.13999999999999999,0.13999999999999999,83.05714285714286,77.46666666666667
285,0.0,0.0,93.25714285714287,77.46666666666667
286,-0.07999999999999999,-0.19999999999999998,56.82857142857143,48.06666666666667
287,-0.21999999999999997,0.06,56.82857142857143,57.86666666666667
288,0.06,-0.07999999999999999,67.02857142857144,57.86666666666667
289,-0.07999999999999999,0.06,67.02857142857144,67.66666666666667
290,0.06,-0.07999999999999999,77.22857142857144,67.66666666666667
291,0.19999999999999998,-0.21999999999999997,87.42857142857144,67.66666666666667
292,0.12,-0.41999999999999993,61.2,48.06666666666667
293,-0.01999999999999999,0.12,61.2,57.86666666666667
294,0.12,-0.01999999999999999,71.4,57.86666666666667
295,0.26,-0.15999999999999998,81.6,57.86666666666667
296,0.12,0.12,81.6,67.66666666666667
297,-0.01999999999999999,0.26,81.6,77.46666666666667
298,0.12,0.12,91.8,77.46666666666667
299,0.26,-0.01999999999999999,102.0,77.46666666666667
300,0.0,-0.27999999999999997,20.952380952380953,20.952380952380953
301,0.13999999999999999,-0.41999999999999993,30.952380952380953,20.952380952380953
302,0.0,0.0,30.952380952380953,30.952380952380953
303,-0.13999999999999999,0.13999999999999999,30.952380952380953,40.95238095238095
304,0.0,0.0,40.95238095238095,40.95238095238095
305,0.13999999999999999,-0.13999999999999999,50.95238095238095,40.95238095238095
306,0.0,0.0,50.95238095238095,50.95238095238095
307,-0.13999999999999999,0.13999999999999999,50.95238095238095,60.95238095238095
308,-0.27999999999999997,0.0,50.95238095238095,50.95238095238095
309,-0.41999999999999993,0.13999999999999999,50.95238095238095,60.95238095238095
310,-0.5599999999999999,0.0,50.95238095238095,50.95238095238095
311,-0.7,0.13999999999999999,50.95238095238095,60.95238095238095
312,-0.8999999999999999,0.06,20.952380952380953,25.238095238095237
313,-0.06,-0.19999999999999998,30.952380952380953,25.238095238095237
314,0.07999999999999999,-0.33999999999999997,40.95238095238095,25.238095238095237
315,0.21999999999999997,-0.4799999999999999,58.59523809523809,21.452380952380953
316,0.0,-0.6799999999999999,25.238095238095237,25.238095238095237
317,-0.13999999999999999,0.0,25.238095238095237,35.238095238095234
318,0.0,-0.13999999999999999,35.238095238095234,35.238095238095234
319,-0.13999999999999999,0.0,35.238095238095234,45.238095238095234
320,-0.27999999999999997,0.13999999999999999,35.238095238095234,55.238095238095234
321,-0.4799999999999999,0.06,25.238095238095237,29.523809523809526
322,-0.06,-0.19999999999999998,35.238095238095234,29.523809523809526
323,0.07999999999999999,-0.33999999999999997,45.238095238095234,29.523809523809526
324,-0.06,-0.06,45.238095238095234,39.523809523809526
325,0.07999999999999999,-0.19999999999999998,55.238095238095234,39.523809523809526
326,0.0,-0.39999999999999997,29.523809523809526,29.523809523809526
327,-0.13999999999999999,0.0,29.523809523809526,39.523809523809526
328,-0.27999999999999997,0.13999999999999999,29.523809523809526,49.523809523809526
329,0.0,0.0,39.523809523809526,49.523809523809526
330,-0.13999999999999999,0.13999999999999999,39.523809523809526,59.523809523809526
331,-0.33999999999999997,0.06,29.523809523809526,33.80952380952381
332,-0.06,-0.19999999999999998,39.523809523809526,33.80952380952381
333,-0.19999999999999998,-0.06,39.523809523809526,43.8095238095238
334,-0.06,-0.19999999999999998,49.523809523809526,43.8095238095238
335,0.07999999999999999,-0.33999999999999997,59.523809523809526,43.8095238095238
336,0.0,-0.5399999999999999,33.80952380952381,33.80952380952381
337,-0.13999999999999999,0.0,33.80952380952381,43.8095238095238
338,-0.27999999999999997,0.13999999999999999,33.80952380952381,53.8095238095238
339,-0.41999999999999993,0.27999999999999997,28.738095238095237,73.38095238095237
340,-0.6199999999999999,0.06,33.80952380952381,38.095238095238095
341,-0.76,0.07999999999999999,33.80952380952381,48.095238095238095
342,-0.06,-0.06,43.8095238095238,48.095238095238095
343,-0.19999999999999998,0.07999999999999999,43.8095238095238,58.095238095238095
344,-0.33999999999999997,0.21999999999999997,43.8095238095238,68.0952380952381
345,-0.5399999999999999,0.0,33.80952380952381,42.38095238095238
346,-0.12,-0.26,43.8095238095238,42.38095238095238
347,-0.26,-0.12,43.8095238095238,52.38095238095238
348,-0.12,-0.26,53.8095238095238,52.38095238095238
349,-0.26,-0.12,53.8095238095238,62.38095238095238
350,-0.39999999999999997,0.01999999999999999,53.8095238095238,72.3809523809524
351,-0.5999999999999999,-0.18,20.53333333333333,28.171428571428574
352,-0.18,-0.31999999999999995,30.333333333333332,28.171428571428574
353,-0.04000000000000001,-0.45999999999999996,40.133333333333326,28.171428571428574
354,0.09999999999999998,-0.5999999999999999,57.57619047619047,24.02857142857143
355,0.0,-0.7999999999999999,24.73333333333333,28.171428571428574
356,-0.13999999999999999,0.0,24.73333333333333,38.371428571428574
357,-0.27999999999999997,0.13999999999999999,24.73333333333333,48.57142857142858
358,0.0,0.0,34.53333333333333,48.57142857142858
359,-0.13999999999999999,0.13999999999999999,34.53333333333333,58.77142857142857
360,-0.33999999999999997,0.06,24.73333333333333,32.542857142857144
361,-0.06,-0.19999999999999998,34.53333333333333,32.542857142857144
362,0.07999999999999999,-0.33999999999999997,44.33333333333333,32.542857142857144
363,0.21999999999999997,-0.4799999999999999,62.41904761904761,27.757142857142856
364,0.0,-0.6799999999999999,28.933333333333334,32.542857142857144
365,-0.13999999999999999,0.0,28.933333333333334,42.74285714285715
366,-0.27999999999999997,0.13999999999999999,28.933333333333334,52.94285714285714
367,-0.41999999999999993,0.27999999999999997,24.504761904761907,72.42857142857143
368,-0.6199999999999999,0.06,28.933333333333334,36.91428571428571
369,-0.06,-0.19999999999999998,38.733333333333334,36.91428571428571
370,0.07999999999999999,-0.33999999999999997,48.53333333333333,36.91428571428571
371,0.21999999999999997,-0.4799999999999999,67.26190476190476,31.485714285714284
372,0.0,-0.6799999999999999,33.13333333333333,36.91428571428571
373,0.13999999999999999,-0.7,42.93333333333332,36.91428571428571
374,0.0,0.0,42.93333333333332,47.11428571428572
375,-0.13999999999999999,0.13999999999999999,42.93333333333332,57.314285714285724
376,-0.27999999999999997,0.27999999999999997,42.93333333333332,67.51428571428572
377,-0.4799999999999999,0.06,33.13333333333333,41.285714285714285
378,-0.06,-0.19999999999999998,42.93333333333332,41.285714285714285
379,0.07999999999999999,-0.33999999999999997,52.73333333333333,41.285714285714285
380,0.21999999999999997,-0.4799999999999999,72.10476190476189,35.214285714285715
381,0.0,-0.6799999999999999,37.333333333333336,41.285714285714285
382,-0.13999999999999999,0.0,37.333333333333336,51.48571428571429
383,0.0,-0.13999999999999999,47.13333333333333,51.48571428571429
384,-0.13999999999999999,0.0,47.13333333333333,61.68571428571428
385,-0.27999999999999997,0.13999999999999999,47.13333333333333,71.88571428571427
386,0.0,0.0,56.93333333333333,71.88571428571427
387,-0.19999999999999998,-0.07999999999999999,37.333333333333336,45.65714285714286
388,-0.06,-0.33999999999999997,47.13333333333333,45.65714285714286
389,-0.19999999999999998,-0.06,47.13333333333333,55.85714285714286
390,-0.06,-0.19999999999999998,56.93333333333333,55.85714285714286
391,-0.19999999999999998,-0.06,56.93333333333333,66.05714285714285
392,-0.06,-0.19999999999999998,66.73333333333333,66.05714285714285
393,-0.13999999999999999,-0.39999999999999997,41.53333333333333,45.65714285714286
394,-0.27999999999999997,0.0,41.53333333333333,55.85714285714286
395,-0.41999999999999993,0.13999999999999999,41.53333333333333,66.05714285714285
396,0.0,0.0,51.33333333333333,66.05714285714285
397,-0.13999999999999999,0.13999999999999999,51.33333333333333,76.25714285714285
398,-0.33999999999999997,0.06,41.53333333333333,50.02857142857143
399,-0.06,-0.19999999999999998,51.33333333333333,50.02857142857143
400,0.07999999999999999,-0.33999999999999997,61.13333333333333,50.02857142857143
401,0.21999999999999997,-0.4799999999999999,81.7904761904762,42.67142857142857
402,0.0,-0.6799999999999999,45.73333333333333,50.02857142857143
403,-0.13999999999999999,0.0,45.73333333333333,60.228571428571435
404,0.0,-0.13999999999999999,55.53333333333333,60.228571428571435
405,-0.13999999999999999,0.0,55.53333333333333,70.42857142857143
406,-0.27999999999999997,0.13999999999999999,55.53333333333333,80.62857142857143
407,-0.4799999999999999,0.06,45.73333333333333,54.400000000000006
408,-0.06,-0.19999999999999998,55.53333333333333,54.400000000000006
409,-0.19999999999999998,-0.06,55.53333333333333,64.60000000000001
410,-0.33999999999999997,0.07999999999999999,55.53333333333333,74.8
411,-0.4799999999999999,0.21999999999999997,55.53333333333333,85.0
412,-0.06,-0.06,65.33333333333334,85.0
413,-0.19999999999999998,0.07999999999999999,65.33333333333334,95.2
414,-0.33999999999999997,0.21999999999999997,55.333333333333336,120.89999999999999
415,-0.06,-0.06,75.13333333333334,105.39999999999999
416,0.07999999999999999,-0.19999999999999998,84.93333333333334,105.39999999999999
417,-0.06,-0.06,84.93333333333334,115.6
418,-0.26,-0.26,20.114285714285714,35.65714285714286
419,-0.39999999999999997,-0.12,20.114285714285714,46.05714285714286
420,-0.5399999999999999,0.01999999999999999,20.114285714285714,56.457142857142856
421,-0.6799999999999999,0.15999999999999998,16.97142857142857,76.49999999999999
422,-0.12,-0.12,29.71428571428571,66.85714285714285
423,0.01999999999999999,-0.26,39.31428571428571,66.85714285714285
424,-0.18,-0.27999999999999997,20.114285714285714,40.114285714285714
