,match_id,p1_ace,p1_winner,p1_double_fault,p1_unf_err,p1_net_pt,p1_server,p1_serve_no,p1_net_pt_won,p1_break_pt,p1_break_pt_won,p1_break_pt_missed,p1_distance_run,serve_depth,return_depth,speed_mph,p1_victor
16,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,5.245,0.0,,124.0,0
17,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,15.194,0.0,0.0,116.0,0
18,2023-wimbledon-1301,1,1,0,0,0,1,1,0,0,0,0,0.899,1.0,,126.0,1
19,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,18.088,1.0,1.0,127.0,1
20,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,7.288,0.0,1.0,114.0,0
21,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,42.166,0.0,0.0,127.0,1
22,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,3.782,0.0,1.0,103.0,1
23,2023-wimbledon-1301,0,0,0,1,0,0,0,0,0,0,0,12.601,0.0,0.0,107.0,0
24,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,14.925,0.0,0.0,111.0,0
25,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,0.903,0.0,,125.0,0
26,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,20.027,0.0,,126.0,0
27,2023-wimbledon-1301,0,1,0,0,0,1,1,0,0,0,0,15.352,1.0,0.0,116.0,1
28,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,4.285,0.0,0.0,129.0,1
29,2023-wimbledon-1301,0,0,0,0,1,1,1,1,0,0,0,11.974,0.0,0.0,110.0,1
30,2023-wimbledon-1301,0,0,0,1,0,1,0,0,0,0,0,5.609,0.0,0.0,113.0,0
31,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,8.518,0.0,1.0,104.0,0
32,2023-wimbledon-1301,0,0,0,1,0,1,1,0,0,0,0,8.859,1.0,1.0,111.0,0
33,2023-wimbledon-1301,0,0,0,0,1,1,0,1,0,0,0,30.782,1.0,1.0,97.0,1
34,2023-wimbledon-1301,0,0,0,0,1,1,1,1,0,0,0,6.824,0.0,1.0,114.0,1
35,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,7.809,1.0,0.0,110.0,0
36,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,29.094,0.0,0.0,90.0,1
37,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,6.815,0.0,1.0,125.0,0
38,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,2.678,0.0,0.0,127.0,0
39,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,5.043,0.0,0.0,111.0,0
40,2023-wimbledon-1301,0,1,0,0,0,1,0,0,0,0,0,34.233,0.0,0.0,107.0,1
41,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,9.872,0.0,0.0,120.0,1
42,2023-wimbledon-1301,0,1,0,0,0,1,1,0,0,0,0,6.277,1.0,0.0,115.0,1
43,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,18.076,0.0,1.0,104.0,0
44,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,31.727,0.0,1.0,101.0,1
45,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,5.879,1.0,1.0,132.0,0
46,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,0.929,1.0,,,1
47,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,1.427,1.0,,130.0,0
48,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,17.838,0.0,1.0,101.0,1
49,2023-wimbledon-1301,0,1,0,0,0,0,0,0,0,0,0,61.781,0.0,1.0,106.0,1
50,2023-wimbledon-1301,0,0,0,0,0,0,0,0,1,1,0,29.677,0.0,0.0,106.0,1
51,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,3.341,0.0,1.0,115.0,1
52,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,5.528,0.0,1.0,100.0,0
53,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,4.227,0.0,1.0,122.0,1
54,2023-wimbledon-1301,0,0,0,0,1,1,1,0,0,0,0,11.654,0.0,0.0,115.0,0
55,2023-wimbledon-1301,0,0,0,0,1,1,1,1,0,0,0,11.34,0.0,0.0,129.0,1
56,2023-wimbledon-1301,0,0,0,1,1,1,1,0,0,0,0,9.299,0.0,,113.0,0
57,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,31.428,0.0,1.0,114.0,1
58,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,16.514,0.0,0.0,88.0,0
59,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,21.882,0.0,1.0,123.0,0
60,2023-wimbledon-1301,0,1,0,0,0,1,1,0,0,0,0,18.705,0.0,0.0,121.0,1
61,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,2.109,0.0,0.0,130.0,1
62,2023-wimbledon-1301,0,0,0,0,1,1,1,1,0,0,0,16.592,0.0,0.0,132.0,1
63,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,1.621,0.0,,123.0,0
64,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,0.896,0.0,,117.0,0
65,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,3.619,0.0,0.0,123.0,0
66,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,9.33,1.0,0.0,122.0,0
67,2023-wimbledon-1301,1,1,0,0,0,1,1,0,0,0,0,0.827,0.0,,127.0,1
68,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,2.754,0.0,0.0,102.0,1
69,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,3.314,0.0,1.0,111.0,0
70,2023-wimbledon-1301,0,0,0,1,0,1,1,0,0,0,0,35.48,0.0,1.0,118.0,0
71,2023-wimbledon-1301,1,1,0,0,0,1,1,0,0,0,0,0.824,0.0,,126.0,1
72,2023-wimbledon-1301,0,0,0,1,0,1,0,0,0,0,0,11.674,1.0,0.0,97.0,0
73,2023-wimbledon-1301,0,0,0,1,0,1,0,0,0,0,0,7.494,0.0,1.0,105.0,0
74,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,8.235,0.0,0.0,129.0,0
75,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,8.125,1.0,1.0,126.0,0
76,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,9.712,1.0,0.0,128.0,0
77,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,10.788,0.0,1.0,108.0,0
78,2023-wimbledon-1301,0,0,0,1,0,0,0,0,0,0,0,33.044,1.0,1.0,101.0,0
79,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,54.924,0.0,1.0,106.0,0
80,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,6.013,0.0,0.0,111.0,1
81,2023-wimbledon-1301,1,1,0,0,0,1,1,0,0,0,0,0.761,1.0,,110.0,1
82,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,57.844,1.0,1.0,119.0,0
83,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,12.977,0.0,0.0,95.0,0
84,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,9.419,0.0,0.0,95.0,1
85,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,14.306,1.0,0.0,102.0,1
86,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,46.74,0.0,1.0,120.0,1
87,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,31.199,1.0,1.0,113.0,0
88,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,11.273,0.0,1.0,128.0,0
89,2023-wimbledon-1301,0,1,0,0,0,0,0,0,0,0,0,22.467,0.0,0.0,111.0,1
90,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,36.689,0.0,1.0,131.0,1
91,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,39.829,0.0,1.0,134.0,1
92,2023-wimbledon-1301,0,0,0,0,0,0,1,0,1,0,1,30.783,0.0,0.0,123.0,0
93,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,39.903,0.0,0.0,107.0,1
94,2023-wimbledon-1301,0,0,0,0,0,0,1,0,1,0,1,26.961,1.0,0.0,118.0,0
95,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,6.211,0.0,0.0,131.0,0
96,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,20.629,0.0,,129.0,0
97,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,6.367,0.0,0.0,115.0,0
98,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,4.716,0.0,0.0,109.0,1
99,2023-wimbledon-1301,0,0,0,1,0,1,0,0,0,0,0,5.607,0.0,0.0,91.0,0
100,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,2.576,0.0,0.0,126.0,1
101,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,12.352,0.0,1.0,108.0,1
102,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,29.38,0.0,1.0,97.0,0
103,2023-wimbledon-1301,0,1,0,0,1,1,1,1,0,0,0,7.675,0.0,,127.0,1
104,2023-wimbledon-1301,0,1,0,0,0,1,0,0,0,0,0,0.75,0.0,,121.0,1
105,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,17.854,0.0,1.0,118.0,1
106,2023-wimbledon-1301,0,0,0,1,0,0,1,0,0,0,0,17.377,0.0,1.0,128.0,0
107,2023-wimbledon-1301,0,0,0,1,0,0,1,0,0,0,0,14.452,0.0,1.0,132.0,0
108,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,13.127,1.0,,125.0,0
109,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,40.298,0.0,0.0,108.0,1
110,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,50.075,0.0,0.0,98.0,1
111,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,33.142,0.0,1.0,115.0,1
112,2023-wimbledon-1301,0,0,0,0,0,0,1,0,1,0,1,11.436,1.0,0.0,120.0,0
113,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,32.537,0.0,1.0,130.0,0
114,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,15.161,0.0,1.0,124.0,1
115,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,26.033,1.0,0.0,113.0,1
116,2023-wimbledon-1301,0,0,0,0,0,0,1,0,1,1,0,9.834,0.0,0.0,130.0,1
117,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,2.388,1.0,0.0,109.0,1
118,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,3.157,0.0,1.0,91.0,1
119,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,9.182,0.0,1.0,100.0,1
120,2023-wimbledon-1301,0,1,0,0,0,1,1,0,0,0,0,9.346,1.0,0.0,113.0,1
121,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,8.636,0.0,1.0,130.0,1
122,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,1.547,0.0,,125.0,0
123,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,4.077,0.0,0.0,106.0,0
124,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,7.731,0.0,1.0,123.0,0
125,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,30.357,0.0,1.0,126.0,0
126,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,5.517,0.0,1.0,127.0,1
127,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,18.229,0.0,1.0,119.0,0
128,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,2.83,0.0,0.0,91.0,1
129,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,32.24,0.0,0.0,115.0,1
130,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,9.467,0.0,,114.0,0
131,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,18.941,0.0,0.0,119.0,1
132,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,1.087,1.0,,111.0,0
133,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,7.276,1.0,1.0,132.0,0
134,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,10.946,0.0,1.0,105.0,1
135,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,28.855,1.0,0.0,132.0,0
136,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,4.713,0.0,1.0,100.0,0
137,2023-wimbledon-1301,1,1,0,0,0,1,1,0,0,0,0,7.323,0.0,1.0,129.0,1
138,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,1.865,0.0,0.0,98.0,1
139,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,1.945,0.0,0.0,122.0,1
140,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,18.845,0.0,0.0,129.0,1
141,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,68.799,0.0,0.0,128.0,0
142,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,5.871,0.0,1.0,127.0,1
143,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,51.185,0.0,0.0,100.0,1
144,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,9.273,1.0,0.0,128.0,0
145,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,4.948,1.0,,130.0,0
146,2023-wimbledon-1301,0,0,0,0,1,1,1,1,0,0,0,24.001,0.0,0.0,119.0,1
147,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,4.91,1.0,1.0,111.0,1
148,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,10.121,0.0,1.0,127.0,0
149,2023-wimbledon-1301,0,0,0,1,0,0,0,0,0,0,0,12.105,0.0,1.0,104.0,0
150,2023-wimbledon-1301,0,1,0,0,0,1,1,0,0,0,0,19.083,1.0,0.0,130.0,1
151,2023-wimbledon-1301,0,1,0,0,1,1,1,1,0,0,0,4.877,1.0,0.0,129.0,1
152,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,20.076,1.0,,129.0,0
153,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,5.514,0.0,0.0,128.0,0
154,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,28.777,0.0,0.0,122.0,0
155,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,26.561,1.0,1.0,96.0,1
156,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,17.347,0.0,0.0,96.0,0
157,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,3.959,1.0,0.0,126.0,1
158,2023-wimbledon-1301,0,0,1,1,0,1,0,0,0,0,0,5.45,1.0,0.0,,0
159,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,4.131,1.0,1.0,113.0,1
160,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,6.968,0.0,0.0,113.0,1
161,2023-wimbledon-1301,0,0,0,0,1,0,1,1,0,0,0,33.675,0.0,0.0,126.0,1
162,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,9.172,0.0,0.0,130.0,0
163,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,52.816,0.0,0.0,109.0,0
164,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,9.47,0.0,1.0,128.0,1
165,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,17.922,0.0,0.0,130.0,1
166,2023-wimbledon-1301,0,0,0,0,0,0,1,0,1,0,1,11.452,1.0,,127.0,0
167,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,8.123,0.0,0.0,114.0,1
168,2023-wimbledon-1301,0,0,0,0,0,0,1,0,1,0,1,27.335,1.0,0.0,130.0,0
169,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,10.23,0.0,0.0,118.0,0
170,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,11.861,1.0,,,1
171,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,6.797,1.0,0.0,129.0,0
172,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,16.698,0.0,0.0,128.0,0
173,2023-wimbledon-1301,0,1,0,0,0,1,0,0,0,0,0,22.725,0.0,0.0,92.0,1
174,2023-wimbledon-1301,0,1,0,0,0,1,1,0,0,0,0,10.8,0.0,0.0,114.0,1
175,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,28.877,0.0,1.0,127.0,0
176,2023-wimbledon-1301,0,0,0,1,0,1,0,0,0,0,0,16.725,1.0,0.0,95.0,0
177,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,11.081,0.0,1.0,104.0,1
178,2023-wimbledon-1301,1,1,0,0,0,1,1,0,0,0,0,7.905,1.0,1.0,122.0,1
179,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,9.981,0.0,0.0,108.0,1
180,2023-wimbledon-1301,0,1,0,0,0,0,1,0,0,0,0,27.698,1.0,1.0,129.0,1
181,2023-wimbledon-1301,0,0,0,1,0,0,0,0,0,0,0,20.258,1.0,1.0,106.0,0
182,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,12.132,0.0,1.0,127.0,1
183,2023-wimbledon-1301,0,0,0,0,0,0,1,0,1,1,0,25.215,0.0,0.0,133.0,1
184,2023-wimbledon-1301,1,1,0,0,0,1,1,0,0,0,0,0.585,0.0,,130.0,1
185,2023-wimbledon-1301,0,1,0,0,0,1,1,0,0,0,0,1.91,1.0,1.0,127.0,1
186,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,26.138,0.0,0.0,103.0,1
187,2023-wimbledon-1301,0,0,1,1,0,1,0,0,0,0,0,1.076,1.0,,,0
188,2023-wimbledon-1301,1,1,0,0,0,1,1,0,0,0,0,0.778,1.0,,107.0,1
189,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,17.965,0.0,0.0,110.0,1
190,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,1.075,0.0,,121.0,0
191,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,4.072,0.0,1.0,107.0,0
192,2023-wimbledon-1301,0,0,0,0,1,0,0,1,0,0,0,15.125,0.0,1.0,105.0,1
193,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,8.346,0.0,0.0,111.0,0
194,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,11.882,0.0,0.0,132.0,0
195,2023-wimbledon-1301,0,1,0,0,0,1,1,0,0,0,0,3.652,0.0,0.0,107.0,1
196,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,13.487,1.0,0.0,117.0,1
197,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,14.958,0.0,0.0,90.0,1
198,2023-wimbledon-1301,1,1,0,0,0,1,1,0,0,0,0,0.778,1.0,,109.0,1
199,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,6.718,0.0,1.0,126.0,0
200,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,7.631,0.0,0.0,116.0,1
201,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,70.044,0.0,0.0,116.0,0
202,2023-wimbledon-1301,0,1,0,0,0,0,1,0,0,0,0,42.94,0.0,0.0,127.0,1
203,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,21.835,0.0,1.0,114.0,1
204,2023-wimbledon-1301,0,0,0,0,0,0,1,0,1,0,1,0.729,1.0,,127.0,0
205,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,1.617,1.0,,114.0,0
206,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,1.136,0.0,,124.0,0
207,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,7.308,1.0,0.0,97.0,1
208,2023-wimbledon-1301,0,1,0,0,1,1,1,1,0,0,0,12.63,0.0,,109.0,1
209,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,4.239,0.0,1.0,95.0,1
210,2023-wimbledon-1301,0,0,0,1,1,1,1,0,0,0,0,8.358,0.0,0.0,112.0,0
211,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,11.526,0.0,1.0,128.0,1
212,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,32.923,1.0,0.0,110.0,1
213,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,16.843,0.0,1.0,98.0,0
214,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,8.902,1.0,,109.0,0
215,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,7.188,1.0,1.0,128.0,0
216,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,1.203,0.0,,129.0,0
217,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,25.195,0.0,0.0,121.0,1
218,2023-wimbledon-1301,0,0,1,1,0,1,0,0,0,0,0,1.544,1.0,,,0
219,2023-wimbledon-1301,0,0,0,1,0,1,1,0,0,0,0,12.946,1.0,0.0,126.0,0
220,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,4.202,0.0,0.0,117.0,1
221,2023-wimbledon-1301,0,0,1,1,0,1,0,0,0,0,0,5.061,1.0,0.0,,0
222,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,40.04,0.0,0.0,93.0,0
223,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,15.329,0.0,,124.0,0
224,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,6.648,0.0,0.0,113.0,1
225,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,18.285,0.0,0.0,112.0,0
226,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,15.033,0.0,0.0,129.0,0
227,2023-wimbledon-1301,0,1,0,0,1,0,1,1,0,0,0,51.154,1.0,1.0,113.0,1
228,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,37.839,0.0,1.0,108.0,1
229,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,22.348,0.0,1.0,117.0,1
230,2023-wimbledon-1301,0,0,0,0,0,0,1,0,1,0,1,20.832,1.0,,131.0,0
231,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,18.666,0.0,0.0,127.0,0
232,2023-wimbledon-1301,0,1,0,0,0,0,1,0,0,0,0,17.768,0.0,0.0,119.0,1
233,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,16.272,0.0,0.0,,0
234,2023-wimbledon-1301,0,1,0,0,0,0,1,0,0,0,0,19.741,1.0,0.0,129.0,1
235,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,16.566,0.0,0.0,105.0,1
236,2023-wimbledon-1301,0,0,0,0,0,0,1,0,1,0,1,1.015,1.0,,121.0,0
237,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,34.6,0.0,0.0,110.0,0
238,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,30.164,0.0,0.0,128.0,1
239,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,11.716,0.0,1.0,114.0,0
240,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,11.645,0.0,1.0,119.0,0
241,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,5.839,1.0,0.0,129.0,1
242,2023-wimbledon-1301,0,0,0,1,0,1,1,0,0,0,0,5.707,0.0,0.0,117.0,0
243,2023-wimbledon-1301,0,0,1,1,0,1,0,0,0,0,0,1.518,1.0,,,0
244,2023-wimbledon-1301,0,0,0,0,0,1,1,0,0,0,0,10.416,0.0,1.0,112.0,0
245,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,6.55,0.0,0.0,126.0,1
246,2023-wimbledon-1301,0,0,0,0,1,1,1,1,0,0,0,18.155,1.0,,110.0,1
247,2023-wimbledon-1301,0,1,0,0,1,1,0,1,0,0,0,9.226,0.0,,111.0,1
248,2023-wimbledon-1301,0,0,0,0,0,1,0,0,0,0,0,23.988,0.0,0.0,90.0,1
249,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,14.05,1.0,0.0,113.0,0
250,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,11.046,0.0,0.0,129.0,1
251,2023-wimbledon-1301,0,0,0,0,0,0,0,0,0,0,0,13.185,0.0,0.0,99.0,0
252,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,16.359,0.0,0.0,123.0,0
253,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,12.312,0.0,0.0,128.0,1
254,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,20.628,0.0,0.0,131.0,1
255,2023-wimbledon-1301,0,0,0,1,0,0,1,0,0,0,0,13.0,0.0,0.0,131.0,0
256,2023-wimbledon-1301,0,0,0,0,0,0,1,0,0,0,0,1.865,1.0,,116.0,0
