,p1_current,p2_current,mark_1,mark_2,p1_win_factor,p2_win_factor
35,0.41280154905880295,0.5667982503284108,0.3282707022343023,0.2717821589221925,0.686516272829398,0.7848249137521808
36,0.5354165141969117,0.5820686552180655,0.22404148879326996,0.17743278926906364,0.689914479216134,0.720491156056956
37,0.5913581288007634,0.5153984054642254,0.15447385776731237,0.14460030641909696,0.6700381714644857,0.7237722466895733
38,0.579393527078129,0.4605076736149944,0.15889850629819677,0.15018182428908233,0.6925757688633588,0.7256004256501223
39,0.5591438073332398,0.4293882618470382,0.17685168970137477,0.18549931962361657,0.6980557959873518,0.7451186939490825
40,0.5456304344713612,0.47934380788081954,0.19139313319449902,0.2383870798226998,0.6797640653430677,0.7762752708255438
41,0.5634601426768167,0.43986947334879606,0.15987456743202366,0.17885695606074992,0.6156423411229095,0.7916986500873463
42,0.5866006237605185,0.33304865261212674,0.1662536460623949,0.1391236649029509,0.6392776995868168,0.7557724012705384
43,0.6222107911461107,0.2535443807794286,0.20591339006758702,0.12779893048080904,0.6985313842464718,0.7006070827782483
44,0.6329186565409265,0.2757686433957534,0.2818924722119998,0.11348814017774363,0.7588931203468722,0.6428555012007947
45,0.627015298534975,0.33261323689812505,0.3152632203591158,0.14604667678937566,0.7579258519480861,0.6664793429547905
46,0.6046004910204965,0.37640443328492823,0.2334791693880972,0.135568640659838,0.7233906205583002,0.6650118617644069
47,0.57966540472897,0.3282154199890016,0.17889252813920417,0.15871595264469673,0.6781956970782872,0.7102529536623019
48,0.5589590556933819,0.35681483441177336,0.18758704019416206,0.1802527636967307,0.6935170133510569,0.7240405212573042
49,0.5472569729699869,0.3242205683598531,0.2060715980573235,0.2175558576928354,0.698098991283348,0.7450471073072968
50,0.5951063987281575,0.2976161615419102,0.24151213591920784,0.24537565211756887,0.7165965378719987,0.739812751905788
51,0.6772934168928514,0.24513489963235546,0.29025084043615224,0.2625143984245071,0.747024815856648,0.710336246124736
52,0.7747009347370435,0.23119189994521672,0.23728906630452284,0.1901676168669022,0.7601078267325885,0.6338609199177452
53,0.7841004356409107,0.29083525889603046,0.22935590790854457,0.1418798668287382,0.7909844980438946,0.5792621512989842
54,0.7129517852925978,0.40968522905213783,0.24068366519422546,0.15478005187742527,0.7911715422027181,0.6500035323611746
55,0.5945965207333423,0.48649453485726113,0.27358632316181025,0.17551755728081014,0.802575867619885,0.6999091550133385
56,0.5220948612781323,0.521037287355132,0.2988424513017932,0.21450008043162927,0.7943383102404565,0.7478144849837509
57,0.4161574813514139,0.5269075036759103,0.33719572587683355,0.24392709939836615,0.8036969526350778,0.7573110710055223
58,0.39875381805907806,0.4697364755245504,0.3651942048712621,0.28706980694294837,0.7946149192849492,0.7758958174411713
59,0.3898760888748138,0.4718520904198503,0.40487418893120664,0.31820182346421033,0.8037924631957682,0.7683280946937394
60,0.4560156271542384,0.5384256986383089,0.4106030960485353,0.3369721553659718,0.7946292678423447,0.7381186328577263
61,0.5285343907150574,0.6018946975491779,0.4076681805172846,0.37117324766862514,0.7671312083595474,0.7533999830234617
62,0.5833660484612275,0.5916903024100714,0.40231807212713744,0.37190349786928584,0.7256089240839407,0.7520701609681718
63,0.6210437871698373,0.4579010641705509,0.40750034005453206,0.35991288268850163,0.7296069678312979,0.7283216585352752
64,0.614175312698642,0.43203964905219316,0.24074583152113282,0.18291872047643362,0.6975667402134942,0.6422923126718133
65,0.5975772734373054,0.44131130171867455,0.1294457867584472,0.0943222784779006,0.654037103231262,0.6595361373016699
66,0.5637475501460243,0.5406582333887946,0.09772318308325409,0.10984107148483785,0.6110650635798376,0.7234746659723758
67,0.5390182152865023,0.6070101927476571,0.09754172494203683,0.18617465925736731,0.5724792144630984,0.7850683670465897
68,0.5604968549004747,0.612104303609648,0.09544013811434349,0.11820974735721287,0.4942414421367883,0.7817178674569079
69,0.5845160497819832,0.5893688716054509,0.12200185684162457,0.0728466696011228,0.5527439365608069,0.7332610215670923
70,0.6053456002415942,0.6139057169548363,0.16817086416701643,0.059917340235517154,0.6438872981202917,0.6745242475052371
71,0.5382607793793212,0.6485801981428816,0.20018736354089156,0.08323901223360956,0.6843309992404845,0.6793460917314733
72,0.4900679249552507,0.6736812749311365,0.21847039330860485,0.1294057476020512,0.6808380503278811,0.7162553429201064
73,0.39553671912931354,0.6345552596466982,0.2507392216907504,0.16548225098345618,0.6864476299727782,0.7284234260150979
74,0.32392819146043744,0.5936937796450411,0.2748610634585877,0.21244837317823578,0.6727849244062372,0.7524833649532021
75,0.2953851461442193,0.6109962470906234,0.289354128495783,0.26950018970261036,0.6432926581833806,0.7839585605305349
76,0.34971938105577793,0.6759696489040989,0.1853599949709901,0.17400985250059356,0.5734483814778975,0.7670946968469254
77,0.45351433580399253,0.7260406061524165,0.11594926767993222,0.13981301535671356,0.5046864890521684,0.7593943642041702
78,0.5140830494849228,0.7107720790759366,0.09616590643011408,0.17083671771540182,0.45452278257821965,0.7809782093292966
79,0.47592504771586885,0.6719884405137698,0.09748131259893711,0.2500934524965277,0.4425015391289112,0.8120160041182679
80,0.4313073995341557,0.65403831811661,0.08640124699328908,0.19377645497974327,0.34965410684051423,0.7802477634079492
81,0.4028742209354476,0.6156356749752858,0.07900587394623818,0.18843848174285996,0.26553879297761573,0.7519332437613214
82,0.4792183438385281,0.5790202624297232,0.09945309286830929,0.20290220883297788,0.3873030545418254,0.7183222326416167
83,0.5535755394316682,0.557358221331486,0.13970201958978987,0.2145284260305832,0.5268502405510483,0.675169088462864
84,0.6004112392975665,0.6001664969011166,0.1702430863694899,0.24739650771457278,0.6026588458430415,0.664659976517703
85,0.6108238202666696,0.585520980979237,0.18899232728727172,0.3002855383795696,0.6206278637868031,0.6846065317470696
86,0.6076179570274285,0.5013788376642632,0.2194670801357918,0.3408370006543575,0.63542130441468,0.6852697839172867
87,0.5994097047885254,0.38893956235619,0.262847647081096,0.35965604328970724,0.6615026628167328,0.6621246560998041
88,0.5998427469356485,0.4122259767667856,0.188780180436346,0.2330119491097036,0.6949193371898997,0.5877549388894976
89,0.5951022019509026,0.5222344583106621,0.13934396173663832,0.1780215839426741,0.6950788105393534,0.6305581035087432
90,0.6386423279966922,0.5391902263885497,0.1252537106827882,0.2031187401809736,0.6645589880898982,0.7105928067707814
91,0.6765860201608979,0.447042010240701,0.14710273837629778,0.23399122198945635,0.6773382025859602,0.7435100113460312
92,0.7008519993343703,0.28641897312280395,0.19079905454840565,0.2531634777969916,0.7138159172870482,0.7335366305174364
93,0.6078602993741617,0.23399347005403984,0.24812347579766025,0.2627722071672861,0.7628614653233139,0.696032645201332
94,0.5125788725663232,0.28508287887409567,0.28986693072741204,0.29112509776161827,0.7621500017434413,0.7052422445151291
95,0.38378844162696346,0.42510561955577597,0.3376173271932581,0.31394817765095656,0.769121617710911,0.700658594413023
96,0.3446458532169238,0.5294127671907737,0.34654452572127736,0.3290858617604304,0.7545249693940144,0.6768591526071648
97,0.35206113942183015,0.6014913173343565,0.34042190881875767,0.35576960970300686,0.7219796379877105,0.69677190188388
98,0.4522908884098833,0.6058848127659694,0.21473750486988263,0.2615914764644205,0.6521636097621648,0.7074185368826619
99,0.5294497930909751,0.596779149659393,0.13084963935721217,0.23098314539635048,0.583420571741688,0.7180800450184466
100,0.49657085402102474,0.5647410955093517,0.1294950609144357,0.2382443457676489,0.611619564274988,0.7008647035498183
101,0.453315129225522,0.5401299468892011,0.14551085488894758,0.27619447583440776,0.6318604631069457,0.7050137182807128
102,0.42449560658778973,0.5330825481933059,0.1784148757601745,0.3058685675975819,0.6606024832909732,0.6917090977599286
103,0.4728600011890053,0.5862142589671164,0.22443253639679872,0.32426315369720343,0.6987964820014914,0.6592739271760135
104,0.5348472128828049,0.6353670167743226,0.2584475972869092,0.3603365241345301,0.7081897165127922,0.6739262368787258
105,0.592304027380669,0.6514017288114209,0.2989228525732266,0.3789205163412517,0.7259864549766496,0.6724897176254713
106,0.6326484333371494,0.48914527863998436,0.22153807412207632,0.25878083101515253,0.7251487345237837,0.6208197900129093
107,0.5648324991428673,0.39256823682454295,0.19785214034951296,0.17859377956945435,0.7467340347432241,0.582777347206252
108,0.41479575899301835,0.38167945593702846,0.20496183784551586,0.18186880242746317,0.7442728635902311,0.6362212640737708
109,0.29949274386133307,0.47092842556925374,0.21436690085644683,0.22595653349741712,0.717966937135303,0.7101883654649376
110,0.288029605231817,0.5462273501722615,0.21957855594148046,0.28578244034328726,0.6772096928185884,0.7830944579246465
111,0.35992324134857556,0.5279705198867243,0.24499037571113164,0.3290996192123885,0.6832056071744617,0.7902690072169232
112,0.43721963206926395,0.4165639130030101,0.28934832286760737,0.3546908940643514,0.7153263081752705,0.7599501014757493
113,0.43931604481350917,0.32198276680875715,0.34716122035974634,0.3668852320425686,0.7630709823853273,0.7081741087943954
114,0.42971437328048634,0.33898704155943915,0.3660336012230655,0.3715180947337805,0.7621579286688687,0.6478667915193039
115,0.41650749701162365,0.37652779932266034,0.3702989284649261,0.397367746213086,0.7324585490767344,0.6679989126188615
116,0.46022855918030725,0.3522594500973918,0.3679242377281,0.3948275164880555,0.6855044497268699,0.6784529199999294
117,0.5470317121251284,0.2770407203691103,0.37915097390245833,0.37930446248987804,0.686594828996373,0.66646615638039
118,0.6328711292437852,0.23933956146593838,0.27499444089045716,0.2589608213707578,0.6899513056108756,0.5991921293384563
119,0.6985909832074473,0.2793925732538051,0.23343973998706954,0.17863763993917497,0.7143360163257038,0.5507347539446983
120,0.6736448757608462,0.3218165992073593,0.2601942880611271,0.15574402425449385,0.7518513923282806,0.5131449070327083
121,0.6400778702863409,0.35935769055457956,0.33429157254433095,0.14459714112308397,0.7895591519392419,0.4910925893013318
122,0.6324085234799008,0.3662599300381205,0.26981094951510637,0.14893222911345128,0.780047524797879,0.3994544472847239
123,0.6177186595277392,0.466118976676244,0.25473787478135757,0.15182567704251534,0.7958434391039323,0.3347352801641092
124,0.5853341261215016,0.5505681160696055,0.26430239890731544,0.178780202998858,0.79173218420439,0.49065746986223446
125,0.5615491535661105,0.6086532847296825,0.2740129593111937,0.22581479246384317,0.7652209087131736,0.656366830653093
126,0.5543523177897501,0.6231629900037027,0.27887633586276117,0.28522221190848174,0.7234890949215506,0.7815118949076689
127,0.5724556827785142,0.6274062332167993,0.24383280598651164,0.2315938216782888,0.6361402251382575,0.8082564340900992
128,0.5866452544046753,0.6131443012021316,0.24840747459970364,0.1957996336490293,0.6442726603911348,0.769220193279411
129,0.5911538005635859,0.5297938975391008,0.26357197468825766,0.21172745655908976,0.6599290581190562,0.7519143552934477
130,0.5912447649029494,0.45626177687757824,0.29758196516708596,0.23245910220910984,0.6867525657007167,0.7272200957042732
131,0.590377046125376,0.4018974142813818,0.34662054659201147,0.24611664273361228,0.7236257688637351,0.6890666648124655
132,0.588721770816354,0.43041019482058507,0.374820954102705,0.2775050258280155,0.7308934034003624,0.7012255383441693
133,0.5775788721473973,0.5100010914480324,0.30465691919003457,0.2279760771798357,0.7107180620643709,0.6813005524738717
134,0.5684835623622854,0.5790260914445801,0.2578260401020083,0.22445609938079714,0.6751076255036695,0.7142222107615478
135,0.5632378510284266,0.5466828244702371,0.24447835978222102,0.2642232829579432,0.6343927067449842,0.7685311645078474
136,0.5610616588359998,0.4956727767781261,0.26641979865482035,0.29692141512062864,0.6645935093715164,0.7841642501504165
137,0.558935173677041,0.4559458363500999,0.2862699222332984,0.33693648651905816,0.6804311674058497,0.7991931536906406
138,0.582122250665071,0.5322006509921186,0.2631450254715749,0.27257486639049355,0.645234329117073,0.8024423387566219
139,0.6066078455295912,0.5670433619876469,0.2756747677485839,0.22961680028295295,0.6660311235218376,0.7583904424184269
140,0.6200882018710245,0.5605796478471049,0.3178443981765025,0.21737294441849306,0.7134998200353956,0.7009091617315584
141,0.6088291323266517,0.486119848115228,0.38994134337889463,0.19948109603635755,0.7620991919938134,0.6435576312816998
142,0.5899896775288633,0.4296389709578543,0.3275913914510562,0.20813706775295332,0.7546263000535893,0.5555460521606213
143,0.5778313179036891,0.4010111619748557,0.2859760102445577,0.2434525271368066,0.7274940941493111,0.6176873981988635
144,0.5726199796166971,0.45592279033262834,0.29885262969964577,0.26815870094654537,0.7283742929762012,0.6732992423371454
145,0.5700629384071737,0.5197475052810813,0.34180821816053075,0.280233060313457,0.7544834711483575,0.6802476692694183
146,0.5587745179415958,0.5773036088396309,0.37524855049326034,0.3104041216041057,0.7583994566987335,0.7146246152339303
147,0.5628563441952337,0.613883592790614,0.3958113980572535,0.3588455454224038,0.7383674008448485,0.7630349652806057
148,0.5806495316433212,0.6189177519530791,0.4292353174354505,0.3959861407594857,0.7369910949240108,0.7796541975872842
149,0.6037798278518018,0.6024492443839912,0.47687683012296095,0.41892423158318937,0.7575209030203613,0.7639532109958156
150,0.5427416231922584,0.5939169090193585,0.5126050928612649,0.4546587070502817,0.7590235119468206,0.7651943698244346
151,0.4935189482291983,0.5278279254472028,0.534467316341726,0.5050805965308096,0.7385348593501977,0.7891493969509359
152,0.4738179885689498,0.4626131734433893,0.568324514793779,0.5428384708490205,0.7370388859053483,0.791062408416852
153,0.525446583509597,0.4303952199454666,0.6160636657910727,0.5659338724029812,0.7575280771259433,0.768080072351483
154,0.5553319383276096,0.4809377692947871,0.6518103732282017,0.6016966150226635,0.7590241003630189,0.7664056327186153
155,0.5594235538110328,0.5343539834081137,0.5961157786309887,0.5818219457408161,0.7368661488297803,0.7836797031797446
156,0.5683517967850833,0.44892759272656,0.32716463218924563,0.31518566105573526,0.6716905194224378,0.766963971134709
157,0.5835256771020696,0.4422172741034961,0.17506969359429211,0.1372196757171034,0.6724780149916074,0.7309190871911471
158,0.5961099284554221,0.4650631482221109,0.14530863525448645,0.11315912752883187,0.6750650228622335,0.7303261506602177
159,0.5339262321395606,0.5406732525531793,0.17309788688220706,0.1292969567239138,0.6935150468830669,0.7174612715218146
160,0.48210339126502705,0.555928219401777,0.1981116757084732,0.1680614877376815,0.6893854388201722,0.7267171539796745
161,0.44599096530712823,0.5538174514878308,0.23658428155024225,0.19895424691175867,0.700314016512625,0.7155588088777437
162,0.597587627885344,0.5600782613988171,0.1741551025548163,0.13570087260671346,0.6963827321234223,0.6551130800071723
163,0.6839974555200565,0.5813523182012453,0.1599029390872842,0.09348250349957545,0.715903237767779,0.6112132419106644
164,0.6924405643147904,0.6191897682077672,0.16942966121674527,0.10811257613491389,0.7128535613710036,0.6629876910816961
165,0.6378566758994625,0.6458453913468853,0.17896845297861533,0.15450484828974542,0.6864743968244247,0.7367470311496545
166,0.5917339338030316,0.5824508320561556,0.2068930337289266,0.19055223789356002,0.7009615829727178,0.7682480944068328
167,0.5094512340563325,0.5209935795370753,0.25185336146568416,0.2127155362611857,0.7371853829541846,0.7596475206196629
168,0.44011982859964005,0.41133655180549167,0.2863258559184971,0.24874080475210983,0.7496140806325512,0.7638820500917304
169,0.34302436380490525,0.39920344960211296,0.3303127872741878,0.275137825700317,0.7716757112243335,0.7476318294524603
170,0.32546808996882404,0.41086672826661547,0.3381169274800676,0.2916266763550411,0.768340818269522,0.713432526764789
171,0.32982817995980873,0.4279438383760368,0.3359271266053849,0.32500860037957124,0.7428512149386195,0.7273168171950384
172,0.3933078564065712,0.44025116520120966,0.33077950486978475,0.325516239680438,0.7018596196367146,0.7256125304184798
173,0.4504550383976754,0.448459840745013,0.32406972439234805,0.3405382861210462,0.6526187996236463,0.7421858070197256
174,0.5190949923550243,0.5393993173823499,0.21516745812544152,0.21915360991688046,0.5736376381962378,0.742811053646727
175,0.5913637331719173,0.5844533123357586,0.1698969027771286,0.1381355911907372,0.6094995232180019,0.6970078135620779
176,0.6354363481143476,0.6236542881468223,0.19483553079204313,0.11504393382367328,0.6832139417011188,0.6390273670061726
177,0.5775117068392356,0.6480739104520541,0.2236948442597247,0.1376097177607108,0.7147416231291787,0.664949296088861
178,0.50563045135263,0.6061142343544532,0.24149950702737838,0.18466025086777987,0.707052084901793,0.7201285683453362
179,0.46597557459951533,0.517944862604066,0.27291587457766475,0.22193890825511908,0.7104194499297247,0.7424734652594163
180,0.5393748594895159,0.3467442499231497,0.2067224789903968,0.16355533324962981,0.7011200645873543,0.7006371939795037
181,0.6435963896762611,0.24562048471263845,0.18995789484618744,0.12458730432695113,0.7170576393614579,0.6691582102338981
182,0.616891580025453,0.2278466384787563,0.2230212601764585,0.11348068401827686,0.7521654229303619,0.6364075239030647
183,0.5779211225981767,0.23411335346417259,0.25289167806916774,0.13753797759230338,0.7586475132474649,0.6784685695277378
184,0.5492405580942643,0.31788794433679635,0.2927005613053323,0.1637502528187268,0.7709007350495586,0.7000884749765904
185,0.6614384290398302,0.3489497365292392,0.23153282085298943,0.13627703700506488,0.7713006338523106,0.6619636362014208
186,0.7537096114447055,0.445978417681173,0.21812260263506594,0.11794008062092579,0.793711981173931,0.6329618424733122
187,0.7410738937253194,0.44013372035987275,0.2521420252705072,0.11271370356758638,0.8306649115372149,0.6009172018347404
188,0.6307245965733775,0.411489080227299,0.32973315586568774,0.09988868194350121,0.8747573137406555,0.5590422664650746
189,0.5393290212561521,0.38939789153435833,0.35876175113547915,0.1339304017837455,0.8365706660497382,0.6331337796086267
190,0.4706273545715909,0.3659842554710363,0.2926404918065545,0.11085452756366454,0.7853550780705993,0.663482677946041
191,0.4929387984909642,0.3768789514032627,0.27839150369427873,0.09545257018199232,0.7733157467281305,0.6908498596704309
192,0.5176039715413769,0.4021083840420838,0.28914212794134314,0.11532614485441187,0.7612709238970348,0.7462071897688002
193,0.5833430043500081,0.4851273905369484,0.2995850206660004,0.15835951502299372,0.7337723345603986,0.8078644280683
194,0.6342240188045347,0.551665681118022,0.3300249752614036,0.19120133127016026,0.748206467886884,0.8299301371859659
195,0.6487681634090248,0.6032345148072309,0.34923340575409134,0.23425881455409692,0.7455039494762689,0.8425270811695431
196,0.6120177043858835,0.6250763764606204,0.27357035460101253,0.18641025669247469,0.6757398394001779,0.8509626852094074
197,0.6025664783678647,0.613312957621042,0.25048526315759057,0.15447380904457284,0.6734647604799616,0.7890398902245396
198,0.6149385394643243,0.5133280034194796,0.2817471651685377,0.14537132149671878,0.7143575396603938,0.7158915286607994
199,0.6203925017246232,0.43600148088058366,0.3548242914247305,0.1375486426001613,0.7621353298238387,0.6498718076370523
200,0.6220421233581448,0.4020999194053094,0.3077283057310157,0.1280930397758399,0.7546432411295718,0.5585060788508756
201,0.6145066645389259,0.38042653725949804,0.2762941612394839,0.14921009580232386,0.7274982223808131,0.6184087027631047
202,0.5853432298812691,0.39786424303536927,0.29377031554676464,0.16882370045966422,0.7283747693063201,0.6733824690381311
203,0.6099623379352939,0.41715749300643756,0.3149139572755646,0.2027713959769119,0.7171028052948264,0.7222634120420008
204,0.6450860256530861,0.4296373451741533,0.3535913219593783,0.2280874980012193,0.725346635669218,0.7310749410749285
205,0.6193140747770004,0.4365960496342944,0.4075276684667301,0.24373266826753312,0.7526838164539218,0.7080492288937298
206,0.5351992292584867,0.4518034517211136,0.4473947890336137,0.2744118942180061,0.7574571257229756,0.7259412781346875
207,0.4573043058013939,0.5409647367402307,0.44904811724715377,0.318117884959063,0.7364884404749437,0.7629289253316762
208,0.5051664612448694,0.5969461520913826,0.33589802192228846,0.2428020697048835,0.671513453286092,0.7854420084201057
209,0.5637083509731589,0.6080032982706752,0.2877922594875035,0.19253264261200592,0.6724348672008327,0.7542477717101832
210,0.6016324804838706,0.5143383277061344,0.3119228002196768,0.1782049115131861,0.7142387068895525,0.700431165565431
211,0.5506117458948642,0.434333858794021,0.39125839110184707,0.16097645671428698,0.7656818221062653,0.6428474280633922
212,0.48750839130536805,0.39966799986706214,0.4117344090605781,0.1897783448313347,0.7603132860034634,0.6664792260663994
213,0.4265157242660447,0.38147675623033844,0.2673803297129509,0.129197942215592,0.699413321436468,0.6650118069682247
214,0.46371100365970763,0.37859714587831694,0.19899583724438227,0.08876364402374906,0.6809101675730549,0.6391443864615877
215,0.5024841544678265,0.3871745050012478,0.19336560579076886,0.10336894836689685,0.6670230338920766,0.6634685462907198
216,0.5309020579959046,0.4746763919467562,0.20118521464662845,0.14886670628470716,0.6392951733088399,0.7115142804099512
217,0.538508788146703,0.5616484740290252,0.2073574317466238,0.2096887102509054,0.6017213809044524,0.7650586609552199
218,0.5521026444578657,0.6061728086840437,0.17157031844996462,0.15526961240898107,0.5246808995525272,0.7582346010818404
219,0.4839002406454496,0.6095924796290701,0.17564868343272252,0.11894766777899214,0.5618380885583997,0.7074593326290509
220,0.3672390027406722,0.5743733920808171,0.19067172766288593,0.1347250701432424,0.596743030437204,0.6920944207491133
221,0.28653360648546744,0.5451117305627697,0.20106158803884241,0.18036869289947194,0.5953283150664122,0.7129034612765246
222,0.2406589577314643,0.5278408259607189,0.22957595361425182,0.21570362733697818,0.6223207386581447,0.7132644514029594
223,0.3057694166788737,0.5700196930223079,0.2522659115178294,0.2618506143954129,0.6285576465163538,0.7290482452298811
224,0.3380373920170916,0.6586348782738913,0.1926229928227401,0.1964605016508939,0.5832717500109545,0.7413532557288872
225,0.4278104068722808,0.7283953924333108,0.15281441685724478,0.18235401384119934,0.5309013113432565,0.7424553610093897
226,0.47933186105835524,0.7203130739722085,0.16620600974923333,0.1929740042444526,0.5637668022729259,0.7172286406239328
227,0.5008715420479642,0.6990626658451512,0.18562315918714542,0.2282260678484764,0.5845884358406436,0.7171308250409338
228,0.5641871310347875,0.6876639813109304,0.19854314725006988,0.2799923307777502,0.5765260444573649,0.7432022837173655
229,0.623066982857831,0.6052172468274137,0.22856794611489337,0.31843817118372664,0.6006844486205959,0.7256865579127642
230,0.6710491958773419,0.522712250062828,0.27507079558334,0.341763849504657,0.6408220802405176,0.6848848626318558
231,0.5936714157493271,0.4740617682910783,0.33364598170698195,0.3531530030588727,0.6913096091869693,0.6296308707607019
232,0.5065040495357441,0.5272592852945471,0.35272501173107995,0.3575675879491331,0.6911190691437961,0.5684297023409164
233,0.4871843277279244,0.528618842859719,0.35703321733750276,0.3833719481962372,0.6615663390861466,0.5883839617848315
234,0.542924087715167,0.5220506455016221,0.35466536518702296,0.3808244950613284,0.6146352334165821,0.5988105223327826
235,0.6543131593493359,0.4443655582634529,0.3515578594474425,0.3985910373088435,0.5607523270615921,0.627932152433788
236,0.6890755836078972,0.36883103606088363,0.34974986661010554,0.388834164768866,0.5052920271268775,0.6290764515600988
237,0.6436579462195586,0.3168094237198348,0.3721985597525793,0.37745767192370516,0.5415354320589497,0.6032711778295651
238,0.5376763541389853,0.35625067717950304,0.3692804918727113,0.36833004772236455,0.5671989243135435,0.5583225423313315
239,0.4514978136539453,0.47062515418145967,0.36284994184810654,0.38735092059301,0.5676498922359219,0.5852816385642874
240,0.45771925957315585,0.5533765940578008,0.35631764380641023,0.38202450177347946,0.5422852221616158,0.5980554232356725
241,0.49192536278503884,0.5875058000842688,0.34712024110467554,0.3886283862983879,0.51494571437833,0.6291372675250555
242,0.5483508600525507,0.5770256538747448,0.2259042777827437,0.28714815711718444,0.42962551783702657,0.6616091505420643
243,0.5095257274746192,0.5593406011468238,0.1704958370996636,0.21941533148186843,0.48340085891994555,0.6157293336428458
244,0.3921412933434467,0.5391435240088719,0.16734102709542345,0.22863972175112474,0.5340182303976464,0.6132025064724504
245,0.3006936416550883,0.5339449951804179,0.17471690709444804,0.27747928105081093,0.5413059186591288,0.6449073661956275
246,0.3122169486190782,0.4809433157518722,0.17941187075644927,0.3428327189277931,0.5172369062416334,0.6942238901280182
247,0.42058778800189384,0.3835151026085698,0.20258062742310093,0.3901285005814467,0.5486842420873485,0.690164943702612
248,0.5307238319967,0.299486644033073,0.2430246349364288,0.4180699963866548,0.5994309395387798,0.6554827542208306
249,0.600616441027524,0.2746338036385553,0.2948015347168721,0.41624520625394024,0.6591625369205266,0.6053213296826053
